AttribID	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3
11826		1|1|1	1	0.1	m5_a008_l	0	0.1	255|99|99|208		253|228|126|255		255|121|121|255		m5_a008_r	0	0.1	255|99|99|208		253|228|126|255		255|121|121|255	
11827		1|1|1	1	0.1	m5_a008_l	0	0.1	255|99|205|208		126|253|232|255		176|121|255|255		m5_a008_r	0	0.1	255|99|205|208		126|253|232|255		176|121|255|255	
11828		1|1|1		0.5	m5_a010_l	4	0.5	255|119|58|246		255|254|238|161		255|224|144|125		m5_a010_r	4	0.5	255|119|58|246		255|254|238|161		255|224|144|125	
11829		1|1|1		0.5	m5_a010_l	4	0.5	52|255|196|219		255|236|178|136		18|196|255|0		m5_a010_r	4	0.5	52|255|196|219		255|236|178|136		18|196|255|0	
11830		1|1|1		0.5	m5_a010_l	4	0.5	252|251|255|208		217|55|55|164		255|163|163|147		m5_a010_r	4	0.5	252|251|255|208		217|55|55|164		255|163|163|147	
11831		1|1|1		0.5	m5_a011_l	4	0.5	102|138|243|93		84|99|255|145		225|247|255|235		m5_a011_r	4	0.5	102|138|243|93		84|99|255|145		225|247|255|235	
11832		1|1|1		0.5	m5_a011_l	4	0.5	255|151|95|129		255|50|50|159		255|244|183|186		m5_a011_r	4	0.5	255|151|95|129		255|50|50|159		255|244|183|186	
11833		1|1|1		0.5	m5_a011_l	4	0.5	144|255|140|179		11|213|155|184		255|253|191|241		m5_a011_r	4	0.5	144|255|140|179		11|213|155|184		255|253|191|241	
11834		1|1|1		0.5	m5_a012_l	4	0.5	230|248|255|228		255|65|65|190		236|67|147|157		m5_a012_r	4	0.5	230|248|255|228		255|65|65|190		236|67|147|157	
11835		1|1|1		0.5	m5_a012_l	4	0.5	255|254|247|223		255|174|101|93		255|150|103|255		m5_a012_r	4	0.5	255|254|247|223		255|174|101|93		255|150|103|255	
11836		1|1|1		0.5	m5_a012_l	4	0.5	255|255|255|241		59|255|222|139		61|166|114|180		m5_a012_r	4	0.5	255|255|255|241		59|255|222|139		61|166|114|180	
11901		1|1|1		0.1	f5_s001_l	4	0.1	255|255|255|217		255|219|248|255		255|131|190|58		f5_s001_r	4	0.1	255|255|255|217		255|219|248|255		255|131|190|58	
11902		1|1|1		0.1	f5_s001_l	4	0.1	255|229|144|255		255|56|56|67		255|231|213|217		f5_s001_r	4	0.1	255|229|144|255		255|56|56|67		255|231|213|217	
11903		1|1|1		0.1	f5_s001_l	4	0.1	255|232|157|198		255|226|174|255		255|232|101|147		f5_s001_r	4	0.1	255|232|157|198		255|226|174|255		255|232|101|147	
11904		1|1|1		0.1	f5_s002_l	4	0.1	249|216|166|255		255|168|168|225		255|95|95|97		f5_s002_r	4	0.1	249|216|166|255		255|168|168|225		255|95|95|97	
11905		1|1|1		0.1	f5_s002_l	4	0.1	255|245|191|255		255|127|172|185		255|213|213|104		f5_s002_r	4	0.1	255|245|191|255		255|127|172|185		255|213|213|104	
11906		1|1|1		0.1	f5_s002_l	4	0.1	255|226|135|255		255|159|159|255		255|155|209|0		f5_s002_r	4	0.1	255|226|135|255		255|159|159|255		255|155|209|0	
11907		1|1|1		0.1	f5_s003_l	4	0.1	255|225|59|255		238|73|73|255		255|255|255|255		f5_s003_r	4	0.1	255|225|59|255		238|73|73|255		255|255|255|255	
11908		1|1|1		0.1	f5_s003_l	4	0.1	173|255|118|203		244|245|157|255		255|255|255|255		f5_s003_r	4	0.1	173|255|118|203		244|245|157|255		255|255|255|255	
11909		1|1|1		0.1	f5_s003_l	4	0.1	118|255|215|203		157|165|245|255		195|255|255|236		f5_s003_r	4	0.1	118|255|215|203		157|165|245|255		195|255|255|236	
11910		1|1|1		0.1	f5_s004_l	4	0.1	110|108|109|255		236|104|117|255		230|135|33|255		f5_s004_r	4	0.1	110|108|109|255		236|104|117|255		230|135|33|255	
11911		1|1|1	1	0.1	f5_s004_l	0	0.1	255|255|255|255		226|105|168|171		232|123|143|255		f5_s004_r	0	0.1	255|255|255|255		226|105|168|171		232|123|143|255	
11912		1|1|1		0.1	f5_s004_l	4	0.1	243|69|123|255		112|107|107|255		225|194|69|255		f5_s004_r	4	0.1	243|69|123|255		112|107|107|255		225|194|69|255	
11913		1|1|1		0.1	f5_s005_l	4	0.1	207|104|253|176		191|161|255|212		226|172|255|179		f5_s005_r	4	0.1	207|104|253|176		191|161|255|212		226|172|255|179	
11914		1|1|1		0.1	f5_s005_l	4	0.1	104|203|253|176		255|161|209|212		172|255|234|179		f5_s005_r	4	0.1	104|203|253|176		255|161|209|212		172|255|234|179	
11915		1|1|1		0.1	f5_s005_l	4	0.1	253|74|115|176		255|161|161|212		255|218|172|179		f5_s005_r	4	0.1	253|74|115|176		255|161|161|212		255|218|172|179	
11916		1|1|1		0.1	f5_s006_l	4	0.1	255|118|251|255		228|114|211|255		174|224|255|255		f5_s006_r	4	0.1	255|118|251|255		228|114|211|255		174|224|255|255	
11917		1|1|1		0.1	f5_s006_l	4	0.1	133|133|133|255		255|104|104|255		255|108|108|255		f5_s006_r	4	0.1	133|133|133|255		255|104|104|255		255|108|108|255	
11918		1|1|1	1	0.1	f5_s006_l	0	0.1	255|255|255|255		255|224|99|255		198|255|108|255		f5_s006_r	0	0.1	255|255|255|255		255|224|99|255		198|255|108|255	
11919		1|1|1		0.1	f5_s007_l	4	0.1	247|210|56|255		255|164|123|255		255|221|112|204		f5_s007_r	4	0.1	247|210|56|255		255|164|123|255		255|221|112|204	
11920		1|1|1		0.1	f5_s007_l	4	0.1	255|230|243|255		255|93|103|255		255|123|142|131		f5_s007_r	4	0.1	255|230|243|255		255|93|103|255		255|123|142|131	
11921		1|1|1		0.1	f5_s007_l	4	0.1	247|111|153|255		206|93|255|255		255|191|191|204		f5_s007_r	4	0.1	247|111|153|255		206|93|255|255		255|191|191|204	
11922		1|1|1		0.1	f5_s008_l	4	0.1	101|139|251|255		188|212|251|255		195|252|255|255		f5_s008_r	4	0.1	101|139|251|255		188|212|251|255		195|252|255|255	
11923		1|1|1		0.1	f5_s008_l	4	0.1	251|101|179|255		188|212|251|255		255|108|108|255		f5_s008_r	4	0.1	251|101|179|255		188|212|251|255		255|108|108|255	
11924		1|1|1		0.1	f5_s008_l	4	0.1	125|187|41|255		231|255|82|255		255|255|255|255		f5_s008_r	4	0.1	125|187|41|255		231|255|82|255		255|255|255|255	
11925		1|1|1		0.1	f5_s009_l	4	0.1	255|24|48|255		151|112|124|255		56|50|50|0		f5_s009_r	4	0.1	255|24|48|255		151|112|124|255		56|50|50|0	
11926		1|1|1		0.1	f5_s009_l	4	0.1	11|214|255|206		170|142|191|255		121|135|133|0		f5_s009_r	4	0.1	11|214|255|206		170|142|191|255		121|135|133|0	
11927		1|1|1		0.1	f5_s009_l	4	0.1	11|214|153|152		170|142|191|255		95|89|170|145		f5_s009_r	4	0.1	11|214|153|152		170|142|191|255		95|89|170|145	
11928		1|1|1		0.5	f5_s010_l	4	0.5	213|246|255|18		112|247|191|255		44|211|255|158		f5_s010_r	4	0.5	213|246|255|18		112|247|191|255		44|211|255|158	
11929		1|1|1		0.5	f5_s010_l	4	0.5	255|241|255|18		255|161|182|231		245|111|147|166		f5_s010_r	4	0.5	255|241|255|18		255|161|182|231		245|111|147|166	
11930		1|1|1		0.5	f5_s010_l	4	0.5	255|50|50|102		219|219|219|241		255|210|210|80		f5_s010_r	4	0.5	255|50|50|102		219|219|219|241		255|210|210|80	
11931		1|1|1		0.5	f5_s011_l	4	0.5	255|223|121|153		33|225|209|200		193|245|142|198		f5_s011_r	4	0.5	255|223|121|153		33|225|209|200		193|245|142|198	
11932		1|1|1		0.5	f5_s011_l	4	0.5	142|189|255|37		210|84|255|161		125|111|232|137		f5_s011_r	4	0.5	142|189|255|37		210|84|255|161		125|111|232|137	
11933		1|1|1		0.5	f5_s011_l	4	0.5	255|236|196|128		255|82|82|189		247|136|136|152		f5_s011_r	4	0.5	255|236|196|128		255|82|82|189		247|136|136|152	
11934		1|1|1		0.5	f5_s012_l	4	0.5	255|177|142|157		255|84|7|198		255|232|211|239		f5_s012_r	4	0.5	255|177|142|157		255|84|7|198		255|232|211|239	
11935		1|1|1		0.5	f5_s012_l	4	0.5	236|244|255|150		255|78|220|219		255|217|246|222		f5_s012_r	4	0.5	236|244|255|150		255|78|220|219		255|217|246|222	
11936		1|1|1		0.5	f5_s012_l	4	0.5	255|239|174|174		56|238|255|218		215|255|235|215		f5_s012_r	4	0.5	255|239|174|174		56|238|255|218		215|255|235|215	
12001		1|1|1		0.5	m6_h001	4	0.5	255|58|58|8		255|201|106|129		255|255|255|255										
12002		1|1|1	1	0.5	m6_h001	0	0.5	16|245|255|8		152|215|80|118		255|255|255|255										
12003		1|1|1		0.5	m6_h001	4	0.5	255|157|11|29		255|246|230|136		255|255|255|255										
12004		1|1|1		0.1	m6_h002	4	0.1	255|214|142|161		1|136|114|169		37|255|200|0										
12005		1|1|1		0.5	m6_h002	4	0.5	253|255|174|208		81|175|253|121		247|141|7|15										
12006		1|1|1		0.5	m6_h002	4	0.5	208|214|225|133		73|81|243|118		74|217|255|86										
12007		1|1|1		0.5	m6_h003	4	0.5	251|96|202|58		61|207|255|129		107|239|251|168										
12008		1|1|1		0.5	m6_h003	4	0.5	56|156|255|24		196|115|27|148		255|212|166|120										
12009		1|1|1		0.5	m6_h003	4	0.5	131|255|132|94		75|240|219|176		255|215|86|115										
12010		1|1|1		0.5	m6_h004	4	0.5	52|253|178|121		255|46|128|11		255|234|239|70										
12011		1|1|1		0.5	m6_h004	4	0.5	255|164|67|109		179|105|37|85		255|242|202|121										
12012		1|1|1		0.5	m6_h004	4	0.5	249|255|215|97		63|152|255|117		86|255|241|118										
12013		1|1|1		0.5	m6_h005	4	0.5	247|186|109|161		162|255|159|152		255|239|176|139										
12014		1|1|1		0.5	m6_h005	4	0.5	188|219|211|244		255|33|33|48		255|238|210|128										
12015		1|1|1		0.5	m6_h005	4	0.5	156|247|206|212		255|170|20|42		149|202|255|163										
12016		1|1|1	1	0.1	m6_h006	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255										
12017		1|1|1		0.5	m6_h006	4	0.5	255|165|52|23		219|164|20|56		97|138|126|0										
12018		1|1|1		0.5	m6_h006	4	0.5	255|245|123|27		243|255|221|23		241|173|129|190										
12019		1|1|1		0.5	m6_h007	4	0.5	65|241|220|255		104|255|91|21		180|242|255|105										
12020		1|1|1		0.5	m6_h007	4	0.5	231|86|255|39		255|255|255|0		67|177|255|155										
12021		1|1|1		0.5	m6_h007	4	0.5	255|35|85|152		255|255|255|0		255|190|52|115										
12022		1|1|1		0.5	m6_h008	4	0.5	48|220|255|61		255|213|151|35		165|247|255|113										
12023		1|1|1		0.5	m6_h008	4	0.5	93|108|255|2		255|161|20|2		191|223|255|134										
12024		1|1|1		0.5	m6_h008	4	0.5	255|65|65|61		255|216|116|45		255|234|196|144										
12025		1|1|1		0.5	m6_h009	4	0.5	255|130|35|136		247|20|20|39		255|223|189|7										
12026		1|1|1		0.5	m6_h009	4	0.5	211|242|255|255		84|198|255|136		127|255|212|115										
12027		1|1|1		0.5	m6_h009	4	0.5	213|206|255|109		252|69|255|45		99|132|255|15										
12028		1|1|1		0.5	m6_h010	4	0.5	21|206|145|179		192|255|121|187		226|251|255|180										
12029		1|1|1		0.5	m6_h010	4	0.5	249|66|122|171		255|226|226|228		255|241|244|147										
12030		1|1|1		0.5	m6_h010	4	0.5	255|56|224|163		199|172|255|147		186|183|255|102										
12031		1|1|1		0.5	m6_h011	4	0.5	52|255|146|191		255|239|118|209		59|190|255|94										
12032		1|1|1		0.5	m6_h011	4	0.5	249|80|80|175		255|228|195|184		255|182|26|70										
12033		1|1|1		0.5	m6_h011	4	0.5	215|228|255|104		111|147|253|94		86|227|255|55										
12034		1|1|1		0.5	m6_h012	4	0.5	240|240|240|255		255|137|11|0		255|234|121|82										
12035		1|1|1		0.5	m6_h012	4	0.5	255|186|142|190		255|29|90|23		255|245|245|75										
12036		1|1|1		0.5	m6_h012	4	0.5	170|244|255|247		101|255|229|103		255|255|255|77										
12101		1|1|1		0.5	f6_h001	4	0.5	177|202|251|105		26|160|255|80		255|255|255|255										
12102		1|1|1		0.5	f6_h001	4	0.5	249|138|88|80		255|236|176|126		255|255|255|255										
12103		1|1|1		0.5	f6_h001	4	0.5	109|215|76|147		168|251|247|112		255|255|255|255										
12104		1|1|1		0.5	f6_h002	4	0.5	228|163|23|153		255|212|101|102		255|132|76|144										
12105		1|1|1		0.5	f6_h002	4	0.5	74|255|91|177		125|255|212|112		164|164|245|134										
12106		1|1|1		0.5	f6_h002	4	0.5	255|63|63|190		255|128|46|51		251|175|199|142										
12107		1|1|1		0.5	f6_h003	4	0.5	243|255|234|212		148|249|170|211		255|255|255|255										
12108		1|1|1		0.5	f6_h003	4	0.5	211|226|255|204		226|120|243|179		255|255|255|255										
12109		1|1|1		0.5	f6_h003	4	0.5	255|226|149|184		249|175|97|188		255|255|255|255										
12110		1|1|1		0.5	f6_h004	4	0.5	249|140|69|136		240|208|169|177		247|210|90|120										
12111		1|1|1		0.5	f6_h004	4	0.5	229|241|16|168		200|255|127|246		249|255|226|131										
12112		1|1|1		0.5	f6_h004	4	0.5	247|101|219|150		209|107|215|121		235|205|251|83										
12113		1|1|1		0.5	f6_h005	4	0.5	253|104|37|166		255|170|63|144		256|239|202|247										
12114		1|1|1		0.5	f6_h005	4	0.5	207|90|232|195		35|191|255|187		149|211|255|134										
12115		1|1|1		0.5	f6_h005	4	0.5	238|22|107|148		255|80|80|93		247|211|158|234										
12116		1|1|1		0.5	f6_h006	4	0.5	255|243|204|244		82|176|255|110		14|155|255|174										
12117		1|1|1		0.5	f6_h006	4	0.5	148|232|170|112		133|255|184|171		127|200|76|169										
12118		1|1|1		0.5	f6_h006	4	0.5	243|167|86|255		255|243|228|153		247|149|96|145										
12119		1|1|1	1	0.5	f6_h007	0	0.5	204|236|255|126		39|130|255|0		76|176|247|52										
12120		1|1|1	1	0.5	f6_h007	0	0.5	211|255|210|124		255|153|88|169		212|255|133|234										
12121		1|1|1	1	0.5	f6_h007	0	0.5	238|193|255|86		199|73|255|0		104|99|255|0										
12122		1|1|1		0.5	f6_h008	4	0.5	255|206|144|177		255|135|71|126		255|184|58|169										
12123		1|1|1		0.5	f6_h008	4	0.5	255|123|191|168		255|84|151|145		255|247|254|195										
12124		1|1|1	1	0.5	f6_h008	0	0.5	155|251|159|255		255|220|28|180		213|255|211|219										
12125		1|1|1		0.5	f6_h009	4	0.5	251|232|199|203		243|89|53|222		247|143|76|109										
12126		1|1|1		0.5	f6_h009	4	0.5	240|255|255|255		105|210|188|201		38|141|193|145										
12127		1|1|1		0.5	f6_h009	4	0.5	251|243|199|128		204|63|130|192		251|158|237|184										
12128		1|1|1		0.5	f6_h010	4	0.5	200|193|255|206		256|56|193|91		255|33|239|93										
12129		1|1|1		0.5	f6_h010	4	0.5	249|229|185|235		255|161|43|4		31|255|162|166										
12130		1|1|1		0.5	f6_h010	4	0.5	211|213|255|198		37|155|255|0		13|255|234|166										
12131		1|1|1		0.5	f6_h011	4	0.5	131|221|251|13		78|93|247|88		114|185|255|51										
12132		1|1|1		0.5	f6_h011	4	0.5	159|255|179|39		119|249|255|212		113|249|159|85										
12133		1|1|1		0.5	f6_h011	4	0.5	255|243|196|88		253|192|102|211		255|224|125|172										
12134		1|1|1		0.5	f6_h012	4	0.5	184|22|255|121		255|106|244|198		215|211|255|133										
12135		1|1|1	1	0.1	f6_h012	0	0.1	240|224|160|224		56|255|222|255		249|255|234|206										
12136		1|1|1		0.5	f6_h012	4	0.5	255|191|76|118		255|137|73|180		252|255|243|185										
12201		1|1|1		0.5	m7_s001_l	4	0.5	255|247|234|188		75|117|176|118		48|220|255|255		m7_s001_r	4	0.5	255|247|234|188		75|117|176|118		48|220|255|255	
12202		1|1|1		0.5	m7_s001_l	4	0.5	103|223|255|255		255|255|255|172		255|169|41|220		m7_s001_r	4	0.5	103|223|255|255		255|255|255|172		255|169|41|220	
12203		1|1|1		0.5	m7_s001_l	4	0.5	221|174|74|118		255|243|213|168		59|142|255|182		m7_s001_r	4	0.5	221|174|74|118		255|243|213|168		59|142|255|182	
12204		1|1|1		0.5	m7_s002_l	4	0.5	255|255|255|220		71|216|255|233		255|212|74|255		m7_s002_r	4	0.5	255|255|255|220		71|216|255|233		255|212|74|255	
12205		1|1|1		0.5	m7_s002_l	4	0.5	255|209|127|190		249|240|231|217		255|91|31|153		m7_s002_r	4	0.5	255|209|127|190		249|240|231|217		255|91|31|153	
12206		1|1|1		0.5	m7_s002_l	4	0.5	255|252|168|145		53|195|136|211		255|229|86|255		m7_s002_r	4	0.5	255|252|168|145		53|195|136|211		255|229|86|255	
12207		1|1|1		0.5	m7_s003_l	4	0.5	255|250|243|199		104|166|253|121		255|206|133|121		m7_s003_r	4	0.5	255|250|243|199		104|166|253|121		255|206|133|121	
12208		1|1|1		0.5	m7_s003_l	4	0.5	255|224|178|158		36|249|214|81		255|225|181|128		m7_s003_r	4	0.5	255|224|178|158		36|249|214|81		255|225|181|128	
12209		1|1|1		0.5	m7_s003_l	4	0.5	255|255|255|223		255|50|50|0		78|64|64|90		m7_s003_r	4	0.5	255|255|255|223		255|50|50|0		78|64|64|90	
12210		1|1|1		0.5	m7_s004_l	4	0.5	255|255|255|255		46|255|255|111		255|211|71|65		m7_s004_r	4	0.5	255|255|255|255		46|255|255|111		255|211|71|65	
12211		1|1|1		0.5	m7_s004_l	4	0.5	255|255|255|255		44|133|255|19		255|255|255|50		m7_s004_r	4	0.5	255|255|255|255		44|133|255|19		255|255|255|50	
12212		1|1|1		0.5	m7_s004_l	4	0.5	255|255|255|211		255|5|5|21		241|249|255|36		m7_s004_r	4	0.5	255|255|255|211		255|5|5|21		241|249|255|36	
12213		1|1|1		0.5	m7_s005_l	4	0.5	226|226|226|223		255|99|14|86		0|255|244|180		m7_s005_r	4	0.5	226|226|226|223		255|99|14|86		0|255|244|180	
12214		1|1|1		0.5	m7_s005_l	4	0.5	198|241|255|233		38|90|215|84		253|155|80|86		m7_s005_r	4	0.5	198|241|255|233		38|90|215|84		253|155|80|86	
12215		1|1|1		0.5	m7_s005_l	4	0.5	195|195|255|174		255|68|0|131		84|120|255|125		m7_s005_r	4	0.5	195|195|255|174		255|68|0|131		84|120|255|125	
12216		1|1|1		0.5	m7_s006_l	4	0.5	255|245|228|247		255|136|59|112		41|255|122|168		m7_s006_r	4	0.5	255|245|228|247		255|136|59|112		41|255|122|168	
12217		1|1|1		0.5	m7_s006_l	4	0.5	221|234|255|236		250|253|78|204		58|149|255|86		m7_s006_r	4	0.5	221|234|255|236		250|253|78|204		58|149|255|86	
12218		1|1|1		0.5	m7_s006_l	4	0.5	255|246|234|255		255|29|29|255		255|207|155|45		m7_s006_r	4	0.5	255|246|234|255		255|29|29|255		255|207|155|45	
12219		1|1|1		0.5	m7_s007_l	4	0.5	255|139|50|133		255|225|179|172		255|79|0|48		m7_s007_r	4	0.5	255|139|50|133		255|225|179|172		255|79|0|48	
12220		1|1|1		0.5	m7_s007_l	4	0.5	255|255|255|148		78|152|255|142		227|174|255|101		m7_s007_r	4	0.5	255|255|255|148		78|152|255|142		227|174|255|101	
12221		1|1|1		0.5	m7_s007_l	4	0.5	255|229|174|141		255|184|78|177		58|140|255|42		m7_s007_r	4	0.5	255|229|174|141		255|184|78|177		58|140|255|42	
12222		1|1|1		0.5	m7_s008_l	4	0.5	68|159|234|61		255|226|176|115		241|255|252|236		m7_s008_r	4	0.5	68|159|234|61		255|226|176|115		241|255|252|236	
12223		1|1|1		0.5	m7_s008_l	4	0.5	255|67|63|88		249|253|255|147		255|255|255|255		m7_s008_r	4	0.5	255|67|63|88		249|253|255|147		255|255|255|255	
12224		1|1|1		0.5	m7_s008_l	4	0.5	82|255|147|133		255|228|159|113		240|255|255|239		m7_s008_r	4	0.5	82|255|147|133		255|228|159|113		240|255|255|239	
12225		1|1|1		0.5	m7_s009_l	4	0.5	255|195|39|120		255|252|247|134		54|155|255|172		m7_s009_r	4	0.5	255|195|39|120		255|252|247|134		54|155|255|172	
12226		1|1|1		0.5	m7_s009_l	4	0.5	80|255|89|252		255|253|247|157		255|143|1|171		m7_s009_r	4	0.5	80|255|89|252		255|253|247|157		255|143|1|171	
12227		1|1|1		0.5	m7_s009_l	4	0.5	255|86|86|255		255|251|234|133		255|155|65|123		m7_s009_r	4	0.5	255|86|86|255		255|251|234|133		255|155|65|123	
12228		1|1|1		0.5	m7_s010_l	4	0.5	157|251|169|137		255|251|121|139		223|255|227|255		m7_s010_r	4	0.5	157|251|169|137		255|251|121|139		223|255|227|255	
12229		1|1|1		0.5	m7_s010_l	4	0.5	61|207|255|74		255|185|121|105		255|209|151|224		m7_s010_r	4	0.5	61|207|255|74		255|185|121|105		255|209|151|224	
12230		1|1|1		0.5	m7_s010_l	4	0.5	140|140|144|106		255|255|255|86		142|255|241|255		m7_s010_r	4	0.5	140|140|144|106		255|255|255|86		142|255|241|255	
12231		1|1|1	1	0.5	m7_s011_l	0	0.5	255|211|95|152		229|255|264|211		185|255|226|188		m7_s011_r	0	0.5	255|211|95|152		229|255|264|211		185|255|226|188	
12232		1|1|1		0.5	m7_s011_l	4	0.5	255|39|39|243		255|248|240|229		255|175|146|168		m7_s011_r	4	0.5	255|39|39|243		255|248|240|229		255|175|146|168	
12233		1|1|1		0.5	m7_s011_l	4	0.5	228|159|10|188		238|255|236|223		255|198|114|150		m7_s011_r	4	0.5	228|159|10|188		238|255|236|223		255|198|114|150	
12234		1|1|1		0.5	m7_s012_l	4	0.5	255|50|50|153		253|194|106|158		255|246|217|211		m7_s012_r	4	0.5	255|50|50|153		253|194|106|158		255|246|217|211	
12235		1|1|1		0.5	m7_s012_l	4	0.5	69|255|201|171		208|237|255|136		255|249|200|255		m7_s012_r	4	0.5	69|255|201|171		208|237|255|136		255|249|200|255	
12236		1|1|1		0.5	m7_s012_l	4	0.5	110|102|83|23		232|251|258|115		255|226|151|231		m7_s012_r	4	0.5	110|102|83|23		232|251|258|115		255|226|151|231	
12301		1|1|1		0.1	f7_s001	4	0.1	84|106|255|177		128|253|227|209		255|230|149|129										
12302		1|1|1		0.1	f7_s001	4	0.1	255|237|93|255		195|255|252|212		255|197|93|153										
12303		1|1|1	1	0.1	f7_s001	0	0.1	196|60|33|255		255|221|170|176		240|210|197|164										
12304		1|1|1	1	0.1	f7_s002	0	0.1	31|227|255|255		225|185|255|179		82|147|255|182										
12305		1|1|1		-0.02	f7_s002	4	-0.02	255|192|114|255		255|234|198|245		252|255|54|255										
12306		1|1|1		0.1	f7_s002	4	0.1	245|166|166|255		202|250|255|231		193|191|191|255										
12307		1|1|1	1	0.1	f7_s003	0	0.1	255|182|91|211		213|255|193|188		187|255|174|240										
12308		1|1|1		0.1	f7_s003	4	0.1	255|117|89|228		249|231|157|187		255|89|89|160										
12309		1|1|1		0.1	f7_s003	4	0.1	138|192|255|255		255|191|232|104		215|104|255|107										
12310		1|1|1		0.01	f7_s004	4	0.01	24|160|172|225		187|196|255|189		255|216|0|0										
12311		1|1|1		0.01	f7_s004	4	0.01	54|213|255|211		225|212|142|201		18|215|255|0										
12312		1|1|1		0.01	f7_s004	4	0.01	255|171|44|136		255|223|140|255		255|123|22|0										
12313		1|1|1	1	-0.01	f7_s005	0	-0.01	169|188|206|243		179|164|164|168		255|173|99|163										
12314		1|1|1	1	-0.12	f7_s005	0	-0.12	226|148|255|232		235|179|255|212		169|251|244|204										
12315		1|1|1		-0.13	f7_s005	4	-0.13	160|157|255|110		133|209|255|238		200|168|255|255										
12316		1|1|1		0.47	f7_s006	4	0.47	120|234|126|160		255|231|155|184		170|220|255|154										
12317		1|1|1		0.47	f7_s006	4	0.47	256|118|235|155		255|176|233|172		217|220|255|192										
12318		1|1|1		0.47	f7_s006	4	0.47	133|103|251|83		188|179|255|144		255|224|185|161										
12319		1|1|1		0.04	f7_s007	4	0.04	170|159|255|219		125|222|255|149		217|255|244|166										
12320		1|1|1		0.04	f7_s007	4	0.04	255|170|119|214		255|255|255|217		255|196|91|153										
12321		1|1|1		0.04	f7_s007	4	0.04	255|178|246|211		255|206|217|192		255|223|243|139										
12322		1|1|1		0.01	f7_s008	4	0.01	247|121|212|204		165|241|232|208		255|251|249|133										
12323		1|1|1		0.01	f7_s008	4	0.01	153|167|255|126		183|255|155|255		73|217|255|104										
12324		1|1|1		0.01	f7_s008	4	0.01	255|159|56|86		255|222|138|235		255|240|208|80										
12325		1|1|1		0.03	f7_s009	4	0.03	48|255|152|208		241|255|178|219		225|241|255|208										
12326		1|1|1		0.03	f7_s009	4	0.03	255|81|52|169		181|168|160|210		230|230|230|174										
12327		1|1|1		0.03	f7_s009	4	0.03	197|110|262|210		255|198|198|223		246|240|255|203										
12328		1|1|1		0.5	f7_s010	4	0.5	69|203|215|201		0|149|255|148		183|219|255|131										
12329		1|1|1		0.5	f7_s010	4	0.5	255|230|165|225		255|166|54|117		232|255|230|172										
12330		1|1|1		0.5	f7_s010	4	0.5	226|189|255|187		214|99|255|139		198|234|255|144										
12331		1|1|1		0.5	f7_s011	4	0.5	211|235|255|176		189|219|255|172		162|149|255|98										
12332		1|1|1		0.5	f7_s011	4	0.5	255|233|176|164		255|255|255|255		255|135|86|61										
12333		1|1|1		0.5	f7_s011	4	0.5	255|245|234|212		255|229|123|185		20|235|255|123										
12334		1|1|1		0.5	f7_s012	4	0.5	255|128|31|64		255|212|179|163		255|252|211|199										
12335		1|1|1		0.5	f7_s012	4	0.5	255|93|243|101		255|195|248|161		187|193|255|128										
12336		1|1|1		0.5	f7_s012	4	0.5	255|253|241|88		56|188|232|156		255|225|163|168										
12401		1|1|1		0.5	m3_s001_L	4	0.5	157|255|255|209		151|255|212|174		255|221|161|155		m3_s001_R	4	0.5	157|255|255|209		151|255|212|174		255|221|161|155	
12402		1|1|1		0.5	m3_s001_L	4	0.5	145|136|255|80		193|174|255|204		219|241|255|171		m3_s001_R	4	0.5	145|136|255|80		193|174|255|204		219|241|255|171	
12403		1|1|1		0.5	m3_s001_L	4	0.5	230|192|110|106		219|199|148|179		255|241|213|168		m3_s001_R	4	0.5	230|192|110|106		219|199|148|179		255|241|213|168	
12404		1|1|1		0.5	m3_s006_L	4	0.5	170|164|136|255		223|190|190|161		165|128|128|195		m3_s006_R	4	0.5	170|164|136|255		223|190|190|161		165|128|128|195	
12405		1|1|1		0.5	m3_s006_L	4	0.5	255|170|170|211		255|133|133|145		255|187|187|133		m3_s006_R	4	0.5	255|170|170|211		255|133|133|145		255|187|187|133	
12406		1|1|1		0.5	m3_s006_L	4	0.5	189|187|129|171		255|252|159|150		200|185|151|164		m3_s006_R	4	0.5	189|187|129|171		255|252|159|150		200|185|151|164	
12407		1|1|1		0.5	m3_s007_L	4	0.5	213|230|232|177		216|189|255|206		211|156|253|75		m3_s007_R	4	0.5	213|230|232|177		216|189|255|206		211|156|253|75	
12408		1|1|1		0.5	m3_s007_L	4	0.5	255|228|189|192		255|200|170|134		255|195|178|121		m3_s007_R	4	0.5	255|228|189|192		255|200|170|134		255|195|178|121	
12409		1|1|1		0.5	m3_s007_L	4	0.5	255|247|189|163		146|255|246|158		149|255|255|126		m3_s007_R	4	0.5	255|247|189|163		146|255|246|158		149|255|255|126	
12410		1|1|1		0.5	m3_s003_L	4	0.5	255|243|193|161		206|197|127|212		198|222|255|255		m3_s003_R	4	0.5	255|243|193|161		206|197|127|212		198|222|255|255	
