Index	Name	AttribID	AttackSpeed	MaxLife	FightPower	Miss	HitRate	MinBaseAttack	MaxBaseAttack	WoodDamage	WaterDamage	FireDamage	EarthDamage	WoodResist	WaterResist	FireResist	EarthResist	DeadlyStrike	MetalDamage	MetalResist	SeriesDamageValue
Qymj_elite	奇遇秘境精英	903	15	{5,300*2},{10,600*2},{20,3000*2.5}, {30,4000*2.5},   {40,6000*2.5},   {100,40000*2.5},   {110,50000*2.5},   {120,65000*2.5}	0	0	{10,1000},{100,2800},{150,7000}	{10,60},{20,120},{30,180},{40,350},{50,520},{100,1000},{110,1100}	{10,60},{20,120},{30,180},{40,350},{50,520},{100,1000},{110,1100}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
Qymj_captain	奇遇秘境首领	904	15	{10,650*8}, {20,3000*8}, {30,4000*8}, {40,6000*8}, {100,40000*8}, {110,50000*8}, {120,65000*8}	0	0	{10,1000},{100,2800},{150,7000}	{10,60},{20,120},{30,180},{40,350},{50,520},{100,1000},{110,1100}	{10,60},{20,120},{30,180},{40,350},{50,520},{100,1000},{110,1100}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
Qymj_boss	奇遇秘境BOSS	905	15	{10,650*16},{20,3000*16},{30,4000*16},{40,6000*16},{100,40000*16},{110,50000*16},{120,65000*16}	0	0	{10,1000},{100,2800},{150,7000}	{10,60*1.5},{20,120*1.5},{30,180*1.5},{40,350*1.5},{50,520*1.5},{100,1200*1.5},{110,1500*1.5}	{10,60*1.5},{20,120*1.5},{30,180*1.5},{40,350*1.5},{50,520*1.5},{100,1200*1.5},{110,1500*1.5}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
Yunbiao_Carriage	镖车	911	15	{20,10000*20}, {30,12000*20},   {40,30000*20},   {50,80000*20},   {60,120000*20},   {70,180000*20},   {80,250000*20},   {90,300000*20},   {100,400000*20},   {110,500000*20},   {120,700000*20}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120*3},  {30,250*3},  {40,400*3},  {50,600*3}	{10,5},{20,120*3},  {30,250*3},  {40,400*3},  {50,600*3}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
BHT_Enmey1	白虎堂1层小怪	921	15	{20,3000*3.5}, {30,4000*3.5},   {40,6000*3.5},   {50,9000*3.5},   {60,12000*3.5},   {70,18000*3.5},   {100,50000*3.5},   {110,60000*3.5},   {120,75000*3.5}	0	0	{10,1000},{100,2800},{150,7000}	{10,45},  {20,100},{30,200},{40,500},{50,700},{100,1500},{110,2000}	{10,45},  {20,100},{30,200},{40,500},{50,700},{100,1500},{110,2000}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
BHT_Enmey2	白虎堂2层小怪	922	15	{20,3000*3.5}, {30,4000*3.5},   {40,6000*3.5},   {50,9000*3.5},   {60,12000*3.5},   {70,18000*3.5},   {100,50000*3.5},   {110,60000*3.5},   {120,75000*3.5}	0	0	{10,1000},{100,2800},{150,7000}	{10,45},  {20,100},{30,200},{40,500},{50,700},{100,1500},{110,2000}	{10,45},  {20,100},{30,200},{40,500},{50,700},{100,1500},{110,2000}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
BHT_Enmey3	白虎堂3层小怪	923	15	{20,3000*3.5}, {30,4000*3.5},   {40,6000*3.5},   {50,9000*3.5},   {60,12000*3.5},   {70,18000*3.5},   {100,50000*3.5},   {110,60000*3.5},   {120,75000*3.5}	0	0	{10,1000},{100,2800},{150,7000}	{10,45},  {20,100},{30,200},{40,500},{50,700},{100,1500},{110,2000}	{10,45},  {20,100},{30,200},{40,500},{50,700},{100,1500},{110,2000}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
BHT_Enmey4	白虎堂4层小怪	924	15	{20,3000*3.5}, {30,4000*3.5},   {40,6000*3.5},   {50,9000*3.5},   {60,12000*3.5},   {70,18000*3.5},   {100,50000*3.5},   {110,60000*3.5},   {120,75000*3.5}	0	0	{10,1000},{100,2800},{150,7000}	{10,45},  {20,100},{30,200},{40,500},{50,700},{100,1500},{110,2000}	{10,45},  {20,100},{30,200},{40,500},{50,700},{100,1500},{110,2000}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
BHT_Boss1	白虎堂1层BOSS	925	15	{20,3000*30},{30,4000*30},{40,6000*30},   {50,12000*30},   {60,20000*30},   {70,30000*30},{80,50000*30},{90,70000*30},{100,90000*30},{110,110000*30},{120,130000*30}	0	0	{10,1000},{100,2800},{150,7000}	{10,60*1.5},{20,120*1.5},{30,180*1.5},{40,350*1.5},{50,520*1.5},{60,600*1.5},{70,700*1.5},{80,800*1.5},{90,900*1.5},{110,1500*1.5}	{10,60*1.5},{20,120*1.5},{30,180*1.5},{40,350*1.5},{50,520*1.5},{60,600*1.5},{70,700*1.5},{80,800*1.5},{90,900*1.5},{110,1500*1.5}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
BHT_Boss2	白虎堂2层BOSS	926	15	{20,3000*40},{30,4000*40},{40,6000*40},   {50,12000*40},   {60,20000*40},   {70,30000*40},{80,50000*40},{90,70000*40},{100,90000*40},{110,110000*40},{120,130000*40}	0	0	{10,1000},{100,2800},{150,7000}	{10,60*1.8},{20,120*1.8},{30,180*1.8},{40,350*1.8},{50,520*1.8},{60,600*1.8},{70,700*1.8},{80,800*1.8},{90,900*1.8},{110,1500*1.8}	{10,60*1.8},{20,120*1.8},{30,180*1.8},{40,350*1.8},{50,520*1.8},{60,600*1.8},{70,700*1.8},{80,800*1.8},{90,900*1.8},{110,1500*1.8}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
BHT_Boss3	白虎堂3层BOSS	927	15	{20,3000*50},{30,4000*50},{40,6000*50},   {50,12000*50},   {60,20000*50},   {70,30000*50},{80,50000*50},{90,70000*50},{100,90000*50},{110,110000*50},{120,130000*50}	0	0	{10,1000},{100,2800},{150,7000}	{10,60*2},{20,120*2},{30,180*2},{40,350*2},{50,520*2},{60,600*2},{70,700*2},{80,800*2},{90,900*2},{110,1500*2}	{10,60*2},{20,120*2},{30,180*2},{40,350*2},{50,520*2},{60,600*2},{70,700*2},{80,800*2},{90,900*2},{110,1500*2}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
BHT_Boss4	白虎堂4层BOSS	928	15	{20,3000*70},{30,4000*70},{40,6000*70},   {50,12000*70},   {60,20000*70},   {70,30000*70},{80,50000*70},{90,70000*70},{100,90000*70},{110,110000*70},{120,130000*70}	0	0	{10,1000},{100,2800},{150,7000}	{10,60*2.2},{20,120*2.2},{30,180*2.2},{40,350*2.2},{50,520*2.2},{60,600*2.2},{70,700*2.2},{80,800*2.2},{90,900*2.2},{110,1500*2.2}	{10,60*2.2},{20,120*2.2},{30,180*2.2},{40,350*2.2},{50,520*2.2},{60,600*2.2},{70,700*2.2},{80,800*2.2},{90,900*2.2},{110,1500*2.2}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
BHT_Boss5	白虎堂5层BOSS	929	15	{20,3000*100},{30,4000*100},{40,6000*100},   {50,12000*100},   {60,20000*100},   {70,30000*120},{80,50000*120},{90,70000*120},{100,90000*120},{110,110000*120},{120,130000*120}	0	0	{10,1000},{100,2800},{150,7000}	{10,60*3},{20,120*3},{30,180*3},{40,350*3},{50,520*3},{60,600*3},{70,700*3},{80,800*3},{90,900*3},{110,1500*3}	{10,60*3},{20,120*3},{30,180*3},{40,350*3},{50,520*3},{60,600*3},{70,700*3},{80,800*3},{90,900*3},{110,1500*3}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
JHSL_Enemy	江湖试炼小怪	951	15	{16,3000},    {20,6000},  {25,10000},   {30,16000},    {40,60000}, {50,100000},   {100,100000}	{20,4000},{25,5000},{30,7000},{35,9000},{40,10000},{45,30000},{50,50000},{55,80000},{60,100000}	0	{10,1000},{100,2800},{150,7000}	{10,80},  {20,100},{25,150},{30,280},{40,1000},{50,2000}	{10,80},  {20,100},{25,150},{30,280},{40,1000},{50,2000}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
JHSL_Boss	江湖试炼BOSS	952	15	{16,3000*7}, {20,6000*7},{25,10000*7}, {30,16000*7}, {40,60000*7},{50,100000*7}, {100,100000*7}	{20,4000},{25,5000},{30,7000},{35,9000},{40,10000},{45,30000},{50,50000},{55,80000},{60,100000}	0	{10,1000},{100,2800},{150,7000}	{10,80*2},{20,100*2},{25,150*2},{30,280*2},{40,1000*2},{50,2000*2}	{10,80*2},{20,100*2},{25,150*2},{30,280*2},{40,1000*2},{50,2000*2}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
Dzcx_boss	盗贼巢穴BOSS	110	15	{20,10000*25}, {30,12000*25}, {40,30000*25}, {50,60000*25}, {100,250000*25}, {110,300000*25}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,100*3},  {30,150*3},  {40,350*3},  {50,500*3}	{10,5},{20,100*3},  {30,150*3},  {40,350*3},  {50,500*3}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
DG_boss	地宫BOSS	121	15	{10,20000},{20,100000},{30,300000},{40,500000},{100,1000000},{110,1200000}	0	0	{10,1000},{100,2800},{150,7000}	{10,100},{20,200},{30,300},{40,800},{50,1200}	{10,100},{20,200},{30,300},{40,800},{50,1200}	0	0	0	0	0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}			
Battle_Solider	战场小兵	131	15	{10,3000*3},{20,5000*3},{30,10000*3},{40,16000*3},{50,30000*3},{100,150000*3},{110,200000*3}	0	0	{10,1000},{100,2800},{150,7000}	{10,60},  {20,120},  {30,300},  {40,500}	{10,60},  {20,120},  {30,300},  {40,500}	0	0	0	0	0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}			
Battle_Tower	战场箭塔	132	15	{10,3000*10},{20,5000*10},{30,10000*10},{40,16000*10},{50,30000*10},{100,150000*10},{110,200000*10}	0	0	{10,1000},{100,2800},{150,7000}	{10,60*4},{20,120*4},{30,300*4},{40,500*4}	{10,60*4},{20,120*4},{30,300*4},{40,500*4}	0	0	0	0	0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}			
Battle_Wild	战场野怪	133	15	{10,3000*5},{20,5000*5},{30,10000*5},{40,16000*5},{50,30000*5},{100,150000*5},{110,200000*5}	0	0	{10,1000},{100,2800},{150,7000}	{10,60},  {20,120},  {30,300},  {40,500}	{10,60},  {20,120},  {30,300},  {40,500}	0	0	0	0	0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}			
Battle_Home	战场大营	134	15	{10,3000*20},{20,5000*30},{30,10000*30},{40,16000*30},{50,30000*30},{100,150000*30},{110,200000*30}	0	0	{10,1000},{100,2800},{150,7000}	{10,60*4},{20,120*4},{30,300*4},{40,500*4}	{10,60*4},{20,120*4},{30,300*4},{40,500*4}	0	0	0	0	0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}			
Battle_Tower_M	战场箭塔	135	15	{10,3000*100},{20,5000*100},{30,10000*100},{40,16000*100},{50,30000*100},{100,150000*100},{110,200000*100}	0	0	{10,1000},{100,2800},{150,7000}	{10,60*8},{20,120*8},{30,300*8},{40,500*8}	{10,60*8},{20,120*8},{30,300*8},{40,500*8}	0	0	0	0	0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}			
Battle_Home_M	战场大营（己方特殊）	136	15	{10,3000*300},{20,5000*300},{30,10000*300},{40,16000*300},{50,30000*300},{100,150000*300},{110,200000*300}	0	0	{10,1000},{100,2800},{150,7000}	{10,60*8},{20,120*8},{30,300*8},{40,500*8}	{10,60*8},{20,120*8},{30,300*8},{40,500*8}	0	0	0	0	0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}			
Battle_Cannon	战车炮车	137	15	{10,3000*300},{20,5000*300},{30,10000*300},{40,16000*300},{50,30000*300},{100,150000*300},{110,200000*300}	0	0	{10,1000},{100,2800},{150,7000}	{10,60},  {20,120},  {30,300},  {40,500}	{10,60},  {20,120},  {30,300},  {40,500}	0	0	0	0	0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}			
Battle_leader	战场大将	138	15	{10,3000*20},{20,5000*20},{30,10000*20},{40,16000*20},{50,30000*20},{100,150000*20},{110,200000*20}	0	0	{10,1000},{100,2800},{150,7000}	{10,60*2},{20,120*2},{30,300*2},{40,500*2},{100,2000*2},{110,2500*2}	{10,60*2},{20,120*2},{30,300*2},{40,500*2},{100,2000*2},{110,2500*2}	0	0	0	0	0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}			
Battle_Boss	战场元帅	139	15	{10,3000*100},{20,5000*100},{30,10000*100},{40,16000*100},{50,30000*100},{100,150000*100},{110,200000*100}	0	0	{10,1000},{100,2800},{150,7000}	{10,60*4},{20,120*4},{30,300*4},{40,500*4},{100,2000*4},{110,2500*4}	{10,60*4},{20,120*4},{30,300*4},{40,500*4},{100,2000*4},{110,2500*4}	0	0	0	0	0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}			
MobaBattle_Solider1	魔霸战场小兵低	140	15	{90,680000*0.7},  {100,800000*0.7},  {110,960000*0.7},  {120,1120000*0.7},  {130,1280000*0.7},  {140,1440000*0.7},  {150,1600000*0.7}	0	0	{10,1000},{100,2800},{150,7000}	{90,680000*0.7*0.06},  {100,800000*0.7*0.06},  {110,960000*0.7*0.06},  {120,1120000*0.7*0.06},  {130,1280000*0.7*0.06},  {140,1440000*0.7*0.06},  {150,1600000*0.7*0.06}	{90,680000*0.7*0.06},  {100,800000*0.7*0.06},  {110,960000*0.7*0.06},  {120,1120000*0.7*0.06},  {130,1280000*0.7*0.06},  {140,1440000*0.7*0.06},  {150,1600000*0.7*0.06}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
MobaBattle_Solider2	魔霸战场小兵中	141	15	{90,680000*1},  {100,800000*1},  {110,960000*1},  {120,1120000*1},  {130,1280000*1},  {140,1440000*1},  {150,1600000*1}	0	0	{10,1000},{100,2800},{150,7000}	{90,680000*1*0.06},  {100,800000*1*0.06},  {110,960000*1*0.06},  {120,1120000*1*0.06},  {130,1280000*1*0.06},  {140,1440000*1*0.06},  {150,1600000*1*0.06}	{90,680000*1*0.06},  {100,800000*1*0.06},  {110,960000*1*0.06},  {120,1120000*1*0.06},  {130,1280000*1*0.06},  {140,1440000*1*0.06},  {150,1600000*1*0.06}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
MobaBattle_Solider3	魔霸战场小兵高	142	15	{90,680000*1.2},  {100,800000*1.2},  {110,960000*1.2},  {120,1120000*1.2},  {130,1280000*1.2},  {140,1440000*1.2},  {150,1600000*1.2}	0	0	{10,1000},{100,2800},{150,7000}	{90,680000*1.2*0.06},  {100,800000*1.2*0.06},  {110,960000*1.2*0.06},  {120,1120000*1.2*0.06},  {130,1280000*1.2*0.06},  {140,1440000*1.2*0.06},  {150,1600000*1.2*0.06}	{90,680000*1.2*0.06},  {100,800000*1.2*0.06},  {110,960000*1.2*0.06},  {120,1120000*1.2*0.06},  {130,1280000*1.2*0.06},  {140,1440000*1.2*0.06},  {150,1600000*1.2*0.06}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
MobaBattle_Tower1	魔霸战场防守塔低	143	15	{90,680000*0.7*10},  {100,800000*0.7*10},  {110,960000*0.7*10},  {120,1120000*0.7*10},  {130,1280000*0.7*10},  {140,1440000*0.7*10},  {150,1600000*0.7*10}	0	0	{10,1000},{100,2800},{150,7000}	{10,45},  {20,100},{30,200},{40,500},{50,700}	{10,45},  {20,100},{30,200},{40,500},{50,700}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
MobaBattle_Tower2	魔霸战场防守塔中	144	15	{90,680000*1*10},  {100,800000*1*10},  {110,960000*1*10},  {120,1120000*1*10},  {130,1280000*1*10},  {140,1440000*1*10},  {150,1600000*1*10}	0	0	{10,1000},{100,2800},{150,7000}	{10,45},  {20,100},{30,200},{40,500},{50,700}	{10,45},  {20,100},{30,200},{40,500},{50,700}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
MobaBattle_Tower3	魔霸战场防守塔高	145	15	{90,680000*1.2*10},  {100,800000*1.2*10},  {110,960000*1.2*10},  {120,1120000*1.2*10},  {130,1280000*1.2*10},  {140,1440000*1.2*10},  {150,1600000*1.2*10}	0	0	{10,1000},{100,2800},{150,7000}	{10,45},  {20,100},{30,200},{40,500},{50,700}	{10,45},  {20,100},{30,200},{40,500},{50,700}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
MobaBattle_BOSS1	魔霸战场BOSS低	146	15	{90,680000*0.7*10},  {100,800000*0.7*10},  {110,960000*0.7*10},  {120,1120000*0.7*10},  {130,1280000*0.7*10},  {140,1440000*0.7*10},  {150,1600000*0.7*10}	0	0	{10,1000},{100,2800},{150,7000}	{10,45},  {20,100},{30,200},{40,500},{50,700}	{10,45},  {20,100},{30,200},{40,500},{50,700}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
MobaBattle_BOSS2	魔霸战场BOSS中	147	15	{90,680000*1*10},  {100,800000*1*10},  {110,960000*1*10},  {120,1120000*1*10},  {130,1280000*1*10},  {140,1440000*1*10},  {150,1600000*1*10}	0	0	{10,1000},{100,2800},{150,7000}	{10,45},  {20,100},{30,200},{40,500},{50,700}	{10,45},  {20,100},{30,200},{40,500},{50,700}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
MobaBattle_BOSS3	魔霸战场BOSS高	148	15	{90,680000*1.2*10},  {100,800000*1.2*10},  {110,960000*1.2*10},  {120,1120000*1.2*10},  {130,1280000*1.2*10},  {140,1440000*1.2*10},  {150,1600000*1.2*10}	0	0	{10,1000},{100,2800},{150,7000}	{10,45},  {20,100},{30,200},{40,500},{50,700}	{10,45},  {20,100},{30,200},{40,500},{50,700}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
