NpcResId	NpcResFile	ResAttribID	Desc	RunSoundID	DeathSoundID	HitSoundID	Height	Width	at_frame	at_cross	bat_frame	bat_cross	die_frame	die_event	die_cross	dz_frame	dz_cross	jf_frame	jf_cross	jfd_frame	jfd_cross	jt_frame	jt_cross	wlk_frame	wlk_cross	wlk_event	run_frame	run_cross	run_event	st_frame	st_cross	st_event	st01_frame	st01_cross	st02_frame	st02_cross	sta_frame	sta_cross	qg_frame	qg_cross	at01_frame	at01_cross	at01_event	at02_frame	at02_cross	at03_frame	at03_cross	at04_frame	at04_cross	jn01_frame	jn01_cross	jn02_frame	jn02_cross	jn03_frame	jn03_cross	jn04_frame	jn04_cross	jn05_frame	jn05_cross	ex01_frame	ex01_cross	jn02a_frame	jn02a_cross	jn02b_frame	jn02b_cross	qg01_frame	qg01_cross	qg02_frame	qg02_cross	qg03_frame	qg03_cross	qg04_frame	qg04_cross	qg05_frame	qg05_cross	jn04(dl)_frame	jn04(dl)_cross	jsrun_frame	jsrun_cross	dl_frame	dl_cross	jf_gz_frame	jf_gz_cross	zx_frame	zx_cross	zst_frame	zst_cross	ts01_frame	ts01_cross	ts02_frame	ts02_cross	ts03_frame	ts03_cross
5111	Player/Npcs/Prefabs/npc_011.prefab						1.75	0.5	15	0.1	6	0.1	21		0			24	0.5	24	0.5		0.1	15	0.1		8	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	20	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5112	Player/Npcs/Prefabs/npc_012.prefab						1.75	0.5	16	0.1	6	0.1	38		0			18	0.5	18	0.5		0.1	15	0.1		4	0.2		30	0.2		30	0.2	30	0.2	30	0.2		0.15	17	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5113	Player/Npcs/Prefabs/npc_013.prefab						5	0.5	16	0.1	6	0.1	14		0			18	0.5	18	0.5		0.1	15	0.1		15	0.2		30	0.2		30	0.2	30	0.2	15	0.2		0.15	15	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5114	Player/Npcs/Prefabs/npc_014.prefab		猛虎				1.75	0.5	16	0.1	6	0.1	12		0			1	0.5	1	0.5		0.1	15	0.1		10	0.2		30	0.2		30	0.2	30	0.2	15	0.2		0.15	20	0.1	901401		0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5115	Player/Npcs/Prefabs/npc_015.prefab		灰狼				1.75	0.5	16	0.1	6	0.1	13		0			1	0.5	1	0.5		0.1	15	0.1		8	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	22	0.1		12	0.08		0.1		0.1	30	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5116	Player/Npcs/Prefabs/npc_016.prefab		黑熊				1.75	0.5	16	0.1	6	0.1	18		0			10	0.5	10	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	10	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5117	Player/Npcs/Prefabs/npc_017.prefab		猿猴				1.75	0.5	16	0.1	6	0.1	15		0			18	0.5	18	0.5		0.1	15	0.1		6	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	15	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5118	Player/Npcs/Prefabs/npc_018.prefab		月明瑤				1.85	0.5	16	0.1	6	0.1	20		0			11	0.5	11	0.5		0.1	15	0.1		11	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	17	0.1		19	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5119	Player/Npcs/Prefabs/npc_019.prefab		唐影				1.85	0.5	16	0.1	6	0.1	19		0			17	0.5	17	0.5		0.1	15	0.1		11	0.2		30	0.2		30	0.2	30	0.2	20	0.2	16	0.15	16	0.1		18	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5120	Player/Npcs/Prefabs/npc_020.prefab						1.75	0.5	16	0.1	6	0.1	14		0			16	0.5	16	0.5		0.1	15	0.1		10	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	12	0.1		13	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5121	Player/Npcs/Prefabs/npc_021_n.prefab						1.75	0.5	16	0.1	6	0.1	14		0			12	0.5	12	0.5		0.1	15	0.1		10	0.2		30	0.2		30	0.2	30	0.2	20	0.2	22	0.15	13	0.1		20	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5122	Player/Npcs/Prefabs/npc_022_n.prefab		耶律辟離				1.75	0.5	16	0.1	6	0.1	14		0			16	0.5	16	0.5		0.1	15	0.1		10	0.2		30	0.2		30	0.2	30	0.2	20	0.2	32	0.15	15	0.1		20	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5123	Player/Npcs/Prefabs/npc_023.prefab		武林惡徒				1.75	0.5	16	0.1	6	0.1	20		0			30	0.1	15	0.5		0.1	15	0.1		10	0.2		30	0.2		30	0.2	30	0.2	20	0.2	20	0.15	14	0.1	902301	18	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5124	Player/Npcs/Prefabs/npc_024.prefab		東瀛忍者				1.75	0.5	16	0.1	6	0.1	20		0			30	0.1	12	0.5		0.1	15	0.1		10	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1	902401	18	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5125	Player/Npcs/Prefabs/npc_025.prefab		小武				1.75	0.5	16	0.1	6	0.1	18		0			18	0.5	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	26	0.4	15	0.1	902501	20	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5126	Player/Npcs/Prefabs/npc_026.prefab		南宮彩虹				1.75	0.5	16	0.1	6	0.1	15		0			15	0.5	15	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	42	0.4	12	0.1		18	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5127	Player/Npcs/Prefabs/npc_027.prefab		趙無雙				1.75	0.5	16	0.1	6	0.1	13		0			15	0.5	15	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	11	0.1		22	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5128	Player/Npcs/Prefabs/npc_028.prefab						1.75	0.5	16	0.1	6	0.1	20		0			18	0.5	18	0.5		0.1	15	0.1		9	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5129	Player/Npcs/Prefabs/npc_029_n.prefab		南宮滅				1.75	0.5	16	0.1	6	0.1	20		0			15	0.5	15	0.5		0.1	15	0.1		10	0.2		30	0.2		30	0.2	30	0.2	20	0.2	39	0.4	20	0.1		20	0.08		0.1		0.1	35	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5130	Player/Npcs/Prefabs/npc_030.prefab		韓世忠				1.75	0.5	16	0.1	6	0.1	15		0			14	0.5	14	0.5		0.1	18	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	34	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5131	Player/Npcs/Prefabs/npc_031.prefab		紫軒				1.75	0.5	16	0.1	6	0.1	16		0			14	0.5	14	0.5		0.1	15	0.1		9	0.2		30	0.2		30	0.2	30	0.2	20	0.2	43	0.4	15	0.1		14	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5132	Player/Npcs/Prefabs/npc_032.prefab		柴嵩				1.75	0.5	16	0.1	6	0.1	15		0			15	0.5	15	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	12	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5133	Player/Npcs/Prefabs/npc_033.prefab		蘇墨芸				1.75	0.5	16	0.1	6	0.1	18		0			18	0.5	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	30	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08			60																											
5134	Player/Npcs/Prefabs/npc_034.prefab		無憂教弟子				1.75	0.5	16	0.1	6	0.1	20		0			30	0.1	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		17	0.08		0.1		0.1	42	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5135	Player/Npcs/Prefabs/npc_035.prefab		鑄劍師				1.75	0.5	16	0.1	6	0.1	20		0			20	0.5	20	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1	5	0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.05				
5136	Player/Npcs/Prefabs/npc_036.prefab		強盜				1.75	0.5	16	0.1	6	0.1	19		0			30	0.1	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		19	0.08		0.1		0.1	5	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5137	Player/Npcs/Prefabs/npc_037.prefab						1.75	0.5	16	0.1	6	0.1	20		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		17	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5138	Player/Npcs/Prefabs/npc_038.prefab		路達				1.75	0.5	16	0.1	6	0.1	20		0			17	0.5	17	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		20	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5139	Player/Npcs/Prefabs/npc_039.prefab		藥王谷弟子				1.75	0.5	16	0.1	6	0.1	20		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5141	Player/Npcs/Prefabs/npc_041.prefab		楊瑛				1.75	0.5	16	0.1	6	0.1	20		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	13	0.1		14	0.08	15	0.1	15	0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5142	Player/Npcs/Prefabs/npc_042.prefab		天工匠者				1.75	0.5	16	0.1	6	0.1	18		0			18	0.5	18	0.5		0.1	15	0.1		9	0.2		30	0.2		30	0.2	30	0.2	25	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5143	Player/Npcs/Prefabs/npc_043.prefab		顧武				1.75	0.5	16	0.1	6	0.1	18		0			31	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5144	Player/Npcs/Prefabs/npc_044.prefab		陸文龍				1.75	0.5	16	0.1	6	0.1	18		0			17	0.5	17	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5149	Player/Npcs/Prefabs/npc_049.prefab		高長恭				2.3	0.5	16	0.1	6	0.1	18		0			20	0.1	20	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1	20	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5150	Player/Npcs/Prefabs/npc_050.prefab						1.75	0.5	16	0.1	6	0.1	19		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1	20	0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.09				
5151	Player/Npcs/Prefabs/npc_051.prefab						1.75	0.5	16	0.1	6	0.1	20		0			30	0.1	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	13	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5152	Player/Npcs/Prefabs/npc_052.prefab						1.75	0.5	16	0.1	6	0.1	20		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	17	0.1		19	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5153	Player/Npcs/Prefabs/npc_053.prefab		趙節				1.75	0.5	16	0.1	6	0.1	18		0			18	0.5	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	20	0.15	15	0.1		16	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5154	Player/Npcs/Prefabs/npc_054.prefab		機關人				1.75	0.5	16	0.1	6	0.1	16		0			30	0.1	14	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	14	0.1		17	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5155	Player/Npcs/Prefabs/npc_055_s.prefab		死侍				1.75	0.5	16	0.1	6	0.1	20		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5156	Player/Npcs/Prefabs/npc_056.prefab		孟知秋				1.9	0.5	16	0.1	6	0.1	20		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	19	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																									25	0.05				
5157	Player/Npcs/Prefabs/npc_057.prefab		鐵面捕頭				1.9	0.5	15	0.1	6	0.1	17		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	20	0.15	14	0.1		19	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5158	Player/Npcs/Prefabs/npc_153.prefab	201	新秋依水				1.75	0.5	16	0.1	6	0.1	20		0			15	0.5	15	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	28	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5159	Player/Npcs/Prefabs/npc_059.prefab		李三				1.75	0.5	16	0.1	6	0.1	20		0			20	0.5	20	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	14	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5160	Player/Npcs/Prefabs/npc_060.prefab		張仲天				1.75	0.5	5	0.1	6	0.1	18		0			15	0.5	15	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	15	0.1		13	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5165	Player/Npcs/Prefabs/npc_065.prefab						1.75	0.5	16	0.1	6	0.1	20		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	14	0.1		16	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5174	Player/Npcs/Prefabs/npc_074.prefab		九幽弟子				1.75	0.5	16	0.1	6	0.1	19		0			30	0.1	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	30	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																			30	0.1										
5175	Player/Npcs/Prefabs/npc_075.prefab		少年獨孤劍				1.75	0.5	16	0.1	6	0.1	20		0			18	0.5	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1	12	0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.05	20	0.05	44	0.05
5176	Player/Npcs/Prefabs/npc_076.prefab						1.75	0.5	16	0.1	6	0.1	21		0			30	0.1	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	14	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5177	Player/Npcs/Prefabs/npc_077.prefab		納蘭真				1.75	0.5	16	0.1	6	0.1	20		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																									50	0.05	40	0.05		
5178	Player/Npcs/Prefabs/npc_078.prefab						1.75	0.5	16	0.1	6	0.1	21		0			30	0.1	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	15	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5182	Player/Npcs/Prefabs/npc_082.prefab		封玉書				1.75	0.5	16	0.1	6	0.1	14		0			15	0.5	15	0.5		0.1	15	0.1		10	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	13	0.1		20	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5183	Player/Npcs/Prefabs/npc_083.prefab						1.75	0.5	16	0.1	6	0.1	20		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5184	Player/Npcs/Prefabs/npc_084.prefab						1.75	0.5	16	0.1	6	0.1	20		0			20	0.5	20	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5185	Player/Npcs/Prefabs/npc_151.prefab		新清曉師太				1.75	0.5	16	0.1	6	0.1	20		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	10	0.1		10	0.08	13	0.1	15	0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5186	Player/Npcs/Prefabs/npc_086.prefab						1.75	0.5	16	0.1	6	0.1	20		0			20	0.5	20	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	22	0.15	15	0.1		21	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5187	Player/Npcs/Prefabs/npc_087_n.prefab		納蘭潛凜				1.9	0.5	16	0.1	6	0.1	19		0			30	0.5	16	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	22	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.05				
5188	Player/Npcs/Prefabs/npc_088.prefab		雪蓮姥姥				1.75	0.5	16	0.1	6	0.1	19		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		14	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5193	Player/Npcs/Prefabs/npc_093.prefab		張如夢				1.75	0.5	16	0.1	6	0.1	20		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	29	0.15	15	0.1		25	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.05				
5194	Player/Npcs/Prefabs/npc_094.prefab		卓非凡				1.75	0.5	16	0.1	6	0.1	19		0			20	0.5	20	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08			33																						20	0.05	2	0.05		
5196	Player/Npcs/Prefabs/npc_096.prefab		鶯兒				1.75	0.5	16	0.1	6	0.1	20		0			17	0.5	17	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5198	Player/Npcs/Prefabs/npc_098.prefab		少年楊影楓				1.75	0.5	16	0.1	6	0.1	20		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	14	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5199	Player/Npcs/Prefabs/npc_099.prefab		邵騎風				1.75	0.5	16	0.1	6	0.1	19		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	31	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5200	Player/Npcs/Prefabs/npc_100.prefab		張琳心				1.75	0.5	15	0.1	6	0.1	19		0			20	0.5	20	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		18	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.05	20	0.05		
5207	Player/Npcs/Prefabs/npc_pet005.prefab		項凌天				2	0.5	45	0.1	6	0.1	19		0			45	0.1	45	0.1	5	0.1	15	0.1		15	0.2		30	0		30	0	30	0	30	0	20	0.05	15	0.1		15	0.08	13	0.1	17	0.05	17	0	15	0.1	5	0.2	18	0.15	60	0.15		0.15	15	0.08			18	0	6	0																								
5208	Player/Npcs/Prefabs/npc_pet008.prefab						2	0.5	45	0.1	6	0.1	20		0			35	0.09	35	0.09	13	0.1	15	0.1		15	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.05	10	0.1		15	0.08	13	0.1	15	0.1	15	0.09	18	0.11	23	0.1	25	0.12	20	0.15		0.15	15	0.08			18	0	7	0	13	0	18	0	18	0			20	0.4														
5209	Player/Npcs/Prefabs/npc_pet002.prefab		李恬兒				1.6	0.5	45	0.1	6	0.1	15		0			45	0.1	45	0.1	13	0.1	15	0.1		15	0.2		30	0		30	0	30	0	30	0	25	0.05	15	0.1		15	0.08	16	0.1			18	0.09	21	0.1	20	0.2	20	0.15	37	0.15		0.15	15	0.08			17	0	7	0																								
5210	Player/Npcs/Prefabs/npc_pet004.prefab		柳瀟庭				2	0.5	38	0.1	6	0.1	19		0			38	0.1	38	0.1	13	0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	30	0.2	25	0.06	13	0.1		13	0.08	15	0.08	21	0.1	23	0.05	6	0.05	13	0.05	28	0.15	30	0.15	5		5	0.08	5	0.01	20	0	5	0							28	0.15																
5211	Player/Npcs/Prefabs/npc_pet006.prefab		楊鐵心				2	0.5	45	0.1	6	0.1	19		0			45	0.1	45	0.1	5	0.1	15	0.1		15	0.2		30	0		30	0	30	0	30	0	20	0.05	15	0.1		15	0.08	13	0.1	17	0.05	17	0	15	0.1	5	0.2	18	0.15	60	0.15		0.15	15	0.08			18	0	6	0																								
5212	Player/Npcs/Prefabs/npc_pet007.prefab		無想				2	0.5	45	0.1	6	0.1	20		0			35	0.09	35	0.09	13	0.1	15	0.1		15	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.05	10	0.1		15	0.08	13	0.1	15	0.1	15	0.09	18	0.11	23	0.1	25	0.12	20	0.15		0.15	15	0.08			18	0	7	0	13	0	18	0	18	0			20	0.4														
5213	Player/Npcs/Prefabs/npc_pet001.prefab		黃暮雲				1.6	0.5	45	0.1	6	0.1	15		0			45	0.1	45	0.1	13	0.1	15	0.1		15	0.2		30	0		30	0	30	0	30	0	25	0.05	15	0.1		15	0.08	16	0.1			18	0.09	21	0.1	20	0.2	20	0.15	37	0.15		0.15	15	0.08			17	0	7	0																								
5214	Player/Npcs/Prefabs/npc_pet003.prefab		祝子虛				2	0.5	38	0.1	6	0.1	19		0			38	0.1	38	0.1	13	0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	30	0.2	25	0.06	13	0.1		13	0.08	15	0.08	21	0.1	23	0.05	6	0.05	13	0.05	28	0.15	30	0.15	5		5	0.08	5	0.01	20	0	5	0							28	0.15																
5215	Player/Npcs/Prefabs/npc_005a.prefab		何暮雪				1.75	0.5	16	0.1	6	0.1	13		0			13	0.5	13	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	18	0.2		0.15	15	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
5318	Player/Npcs/Prefabs/boss111_test_n.prefab		秦沐白				2.2	0.5	45	0.1	6	0.1	52		0			45	0.1	45	0.1	13	0.1	15	0.1		50	0.2		30	0.2		30	0.2	30	0.2	30	0.2	25	0.05	22	0.1		37	0.08	57	0.1	20	0.05	34	0.09	40	0.1	20	0.2	20	0.15	37	0.15		0.15	15	0.08																														
6101	Player/Npcs/Prefabs/npc_101.prefab		楊影楓				1.75	0.5	15	0.1	6	0.1	20		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.05				
6102	Player/Npcs/Prefabs/npc_102.prefab		月眉兒				1.75	0.5	15	0.1	6	0.1	21		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	28	0.15	15	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.05				
6106	Player/Npcs/Prefabs/npc_106.prefab		曲霞				1.75	0.5	15	0.1	6	0.1	20		0			20	0.5	20	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
6107	Player/Npcs/Prefabs/npc_162.prefab		李元霸				1.75	0.5	15	0.1	6	0.1	20		0			16	0.5	16	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	14	0.1		13	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
6108	Player/Npcs/Prefabs/npc_108.prefab		荊軻				1.75	0.5	15	0.1	6	0.1	20		0			17	0.5	17	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		14	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
6109	Player/Npcs/Prefabs/npc_109.prefab		趙升權				1.75	0.5	15	0.1	6	0.1	15		0			15	0.5	15	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
