nTaskId	szTaskIndex	szTaskTitle	szDetailDesc	szTaskDesc	szFinishDesc	szTrackInfo	szFinishTrackInfo	ShowClientNpc	DeleteClientNpc	Require_FinishTask	nAutoNextTaskId	nFinishDialogId	nFinishTaskNpcId	Target_PersonalFuben	bAutoFinish	Target_ExtPoint	nTaskItemId	bShowFinish	nNeedConfirmFinish	szAwardInfo	Target_KillNpc	bKillNpcToAllPlayer	nTaskType	bNotAutoNext	szOnFinishTrack	Target_OnTrap	Target_CollectItem	Target_Achievement	Target_EnterMap	Target_MinLevel	Require_MinLevel	Require_MaxLevel	nAcceptTaskNpcId	nAcceptDialogId	IsFinishGuide	bCanRepeat
207	MainTask1_207	[主]路見不平	咦，前方有一個青年在和一群匪氣很重的人發生了爭執，去看看是怎麼回事！	詢問[FFFE0D]青年[-]發生了什麼事	詢問[FFFE0D]青年[-]發生了什麼事	[url=clientnpcbyidx:test, 137]	[url=clientnpcbyidx:test, 137]	137	137	206	208	199								Exp|32000			1	1												
208	MainTask1_208	[主]家傳寶玉	此處怎地如此無法無天，前有掠奪姑娘，後有強搶他人財物！我倒要看看究竟是什麼樣的惡黨！	[FFFE0D]前去討回[-]劍雲的家傳寶玉	[FFFE0D]前去討回[-]劍雲的家傳寶玉	[url=taskitem:test, $T]	[url=taskitem:test, $T]	138		207	209				1	1	201			Exp|24000			1	1	[url=dialog:test, 200]											
209	MainTask1_209	[主]光天化日	好大的口氣！這些賊匪看來是平日裡囂張慣了，竟如此霸道，我倒要看看他們有什麼本事！	教訓教訓這些[FFFE0D]賊匪[-]	教訓教訓這些[FFFE0D]賊匪[-]	[url=npcanddosomething:test, 1187, 404, autofight, 1]		138		208	210				1					Exp|64000;Item|212|5	1187|3	1	1	1	[url=dialog:test, 201]											
210	MainTask1_210	[主]牛刀小試	看不出來這個賊匪頭子還挺有自信的，手下都被我收拾了竟然還不逃，讓我來領教領教你的高招！	奪回[FFFE0D]頭目[-]手中寶玉	奪回[FFFE0D]頭目[-]手中寶玉	[url=npcanddosomething:test, 1188, 404, autofight, 1]		138	138	209	211				1					Exp|64000	1188|1	1	1	1												
211	MainTask1_211	[主]原璧歸趙	這塊紅玉通體赤紅，看來是極為珍稀之物，這個少年的出身看來不一般啊！	將寶玉交還給[FFFE0D]劍雲[-]	將寶玉交還給[FFFE0D]劍雲[-]	[url=clientnpcbyidx:test, 137]	[url=clientnpcbyidx:test, 137]	137	137	210	212	203								Exp|32000			1	1												
212	MainTask1_212	[主]秋雨姑娘	真是踏破鐵鞋無覓處，得來全不費工夫，想不到竟然在這遇到秋雨姑娘的兒子！	跟劍雲回去見見[FFFE0D]秋雨姑娘[-]	跟劍雲回去見見[FFFE0D]秋雨姑娘[-]	[url=clientnpcbyidx:test, 141]	[url=clientnpcbyidx:test, 141]	139|141	139|141	211	213	204								Exp|24000			1	1												
213	MainTask1_213	[主]朝廷將軍	原來劉將軍是秋雨姑娘的舅父，看得出他是個熱心腸的人，可惜一直未能位居高位！	把美酒帶給[FFFE0D]劉將軍[-]	把美酒帶給[FFFE0D]劉將軍[-]	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]	140|142	140|142	212	214	205	91							Exp|32000			1	1												
214	MainTask1_214	[主]張家公子	不知道這段時間以來，老闆娘那兒有沒有新的消息，趕緊過去看看！	去找[FFFE0D]酒樓老闆[-]	去找[FFFE0D]酒樓老闆[-]	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			213	215	206	99							Exp|32000			1	1												
215	MainTask1_215	[主]意氣相投	呃，原來老闆娘也是頗有故事的人，就聽聽看她口中關於獨孤劍大俠與張如夢大俠的故事吧！	聽[FFFE0D]酒樓老闆[-]講講當年之事	聽[FFFE0D]酒樓老闆[-]講講當年之事	[url=gotofuben:test, 4, 3, 1]				214	216			4|3|1	1			1		Exp|120000			1	1												
216	MainTask1_216	[主]表明謝意	看來當年獨孤大俠與張如夢公子不但是知己好友，更是競爭對手啊，不知道我何時也能找到這麼一個人呢？	感謝[FFFE0D]酒樓老闆[-]	感謝[FFFE0D]酒樓老闆[-]	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			215	217	208	99					1	1	Exp|80000;ComposeValue|2|1			1	1												
217	MainTask1_217	[主]舊時故人	也不知道老王現在在什麼地方，城中的衛兵知道在此駐守多年，或許會知道也說不定，去問問看吧！	先將等級提升到[FFFE0D]36[-]級	詢問[FFFE0D]衛兵[-]老王如今在哪	[url=clientnpcbyidx:test, 143]	[url=clientnpcbyidx:test, 143]	143	143	216	218	209						1	1	Exp|40000;Item|1103|1			1	1						36						
218	MainTask1_218	[主]前去尋找	衛兵果然知道老王在哪，按照地圖上的指示先找到老王再說！	按照衛兵的指示去找[FFFE0D]老王[-]	按照衛兵的指示去找[FFFE0D]老王[-]	[url=clientnpcbyidx:test, 145]	[url=clientnpcbyidx:test, 145]	144|145	144|145	217	219	210								Exp|40000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_06"]											
219	MainTask1_219	[主]心中疑惑	老王看來對這些陳年舊事也頗感興趣啊，不過也好，就順帶去見見賈老實，看看有沒有其他收穫！	找[FFFE0D]賈老實[-]解開老王的疑惑	找[FFFE0D]賈老實[-]解開老王的疑惑	[url=clientnpcbyidx:test, 147]	[url=clientnpcbyidx:test, 147]	146|147	146|147	218	220	211								Exp|32000			1	1												
220	MainTask1_220	[主]埋寶之地	這賈老實還真是不願吃虧，南宮姑娘的兒子南宮飛雲在若干年前名動武林，武功深不可測，後來不知道為什麼消失了，有機會我也要瞭解一下他的事蹟！	去南宮彩虹[FFFE0D]埋東西的地方[-]	去南宮彩虹[FFFE0D]埋東西的地方[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	148		219	221				1	1	213			Exp|40000			1	1	[url=dialog:test, 212]											
221	MainTask1_221	[主]南宮世家	這南宮家的守衛也只是盡職，唉，不過我必須的過去，儘量不要傷著他們，想辦法闖過去！	看來只能[FFFE0D]硬闖[-]了	看來只能[FFFE0D]硬闖[-]了	[url=npcanddosomething:test, 1014, 405, autofight, 1]		148		220	222				1					Exp|80000	1014|3	1	1	1												
222	MainTask1_222	[主]挖掘寶藏	這裡就是賈老實告訴我的地點了，不知道南宮姑娘當年到底在這裡埋下了什麼東西，莫非是武功秘笈？但是賈老實應該不感興趣啊，莫非是珍貴的首飾？	去找南宮彩虹[FFFE0D]埋下的東西[-]	去找南宮彩虹[FFFE0D]埋下的東西[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	148	148	221	223				1	1	215			Exp|40000			1	1	[url=dialog:test, 214]											
223	MainTask1_223	[主]一個布包	奇怪，這布包入手這麼輕，而且極軟，好像其中只是一些布料，呃，難道……這是當年南宮姑娘留下的衣物？這賈老實不會這麼……咳咳，算了，先拿回去給他吧！	帶著布包[FFFE0D]回去找賈老實[-]	帶著布包[FFFE0D]回去找賈老實[-]	[url=clientnpcbyidx:test, 147]	[url=clientnpcbyidx:test, 147]	147	147	222	224	215								Exp|40000			1	1												
224	MainTask1_224	[主]真相大白	原來賈老實當年願意幫獨孤大俠，為的只是一滴南宮姑娘的眼淚，不過這種東西，哪裡說得清真假，我猜獨孤大俠也未必真的給了他眼淚！	將事情的真相告訴[FFFE0D]老王[-]	將事情的真相告訴[FFFE0D]老王[-]	[url=clientnpcbyidx:test, 145]	[url=clientnpcbyidx:test, 145]	145|148	145|148	223	225	216								Exp|32000			1	1												
225	MainTask1_225	[主]原來如此	總算是解開了老王心中的謎題，獨孤大俠勇闖碧霞島的事蹟我早有耳聞，只是一直都是道聼塗説，今日能夠聽到老王親身經歷的，必然更精彩！	讓老王告訴你[FFFE0D]當年的經過[-]	讓老王告訴你[FFFE0D]當年的經過[-]	[url=goanddosomething:test, 405, 6100, 10500, gotofuben, 4, 4, 1]		146	146	224	226			4|4|1	1			1		Exp|120000			1	1												
226	MainTask1_226	[主]再三言謝	原來事情的經過是這般，不過那個採花賊不知道是何許人物，連張琳心姑娘都不是他的對手，這種人想必也是武林中的好手，做什麼不好偏生要去做什麼採花賊！	向[FFFE0D]老王[-]道謝	向[FFFE0D]老王[-]道謝	[url=clientnpcbyidx:test, 145]	[url=clientnpcbyidx:test, 145]	145	145	225	227	218								Exp|40000			1	1												
227	MainTask1_227	[主]包中秘藏	不知道那個包裹裡面裝的是什麼東西，該不會真的是南宮姑娘的衣物吧……不行，我得回去問問賈老實！	[FFFE0D]回去問賈老實包裡是什麼[-]	[FFFE0D]回去問賈老實包裡是什麼[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	146	146	226	228				1	1	220			Exp|32000			1	1	[url=dialog:test, 219]											
228	MainTask1_228	[主]再度相助	這少女還真是幸運，竟然連續兩次讓我碰見，唉，雖然她上次似乎並不高興，但我也不能路見不平卻不相助！	再次[FFFE0D]幫助少女[-]	再次[FFFE0D]幫助少女[-]	[url=npcanddosomething:test, 1015, 405, autofight, 1]		150	150	227	229				1					Exp|80000	1015|3	1	1	1												
229	MainTask1_229	[主]莫名其妙	我救了她，這姑娘反而很不高興……到底是什麼原因？莫非其中有什麼隱情，難道是這些人盯上了她的家人？不行，我得問個清楚！	詢問[FFFE0D]少女[-]到底怎麼回事	詢問[FFFE0D]少女[-]到底怎麼回事	[url=clientnpcbyidx:test, 149]	[url=clientnpcbyidx:test, 149]	149	149	228	230	221								Exp|40000			1	1	[url=dialog:test, 6221]											
230	MainTask1_230	[主]富家千金	原來是這樣，這兩人竟然花錢自導自演了一出好戲，只是被我給破壞了……難怪這位姑娘如此不高興，不過何梅……不就是當年獨孤大俠救下了女子嗎？竟如此之巧，正好去見她一見！	去見見[FFFE0D]何梅[-]	去見見[FFFE0D]何梅[-]	[url=clientnpcbyidx:test, 153]	[url=clientnpcbyidx:test, 153]	150|153|152	150|153|152	229	231	222								Exp|40000			1	1												
231	MainTask1_231	[主]心有所想	看來何姑娘是個深明大義的人，也許是當年她沒能得到獨孤大俠的青睞，所以如今對兩情相悅的人特別羡慕吧、	先將等級提升到[FFFE0D]38[-]級	將何梅的看法告訴[FFFE0D]周小富[-]	[url=clientnpcbyidx:test, 191]	[url=clientnpcbyidx:test, 191]	150|154|191	154|191	230	232	223						1	1	Exp|32000;Item|1063|1			1	1						38						
232	MainTask1_232	[主]包中乾坤	希望周小富能夠發奮圖強，成就一番事業，好光明正大的迎娶何筱薔吧！是時候該去找賈老實了！	問問[FFFE0D]賈老實[-]包裡是什麼	問問[FFFE0D]賈老實[-]包裡是什麼	[url=clientnpcbyidx:test, 147]	[url=clientnpcbyidx:test, 147]	147|192	147|150|192	231	233	224								Exp|32000			1	1												
233	MainTask1_233	[主]棋逢敵手	原來當年張大俠和獨孤大俠竟然交過手！這可真是少有的秘辛，估計也就知道寥寥數人知道，一定要問個清楚！	聽[FFFE0D]賈老實[-]說出當年的事情	聽[FFFE0D]賈老實[-]說出當年的事情	[url=goanddosomething:test, 405, 14550, 14020, gotofuben, 4, 5, 1]		148	148	232	234			4|5|1	1			1		Exp|160000			1	1												
234	MainTask1_234	[主]略勝一籌	兩人均是武林中的一流高手，雖然結果是兩敗俱傷，不過依然是獨孤大俠略勝一籌，只是當時兩人分別被救走，救走張大俠的是南宮姑娘，那救走獨孤大俠的會是誰呢？	向[FFFE0D]賈老實[-]道謝	向[FFFE0D]賈老實[-]道謝	[url=clientnpcbyidx:test, 147]	[url=clientnpcbyidx:test, 147]	147	147	233	235	226						1	1	Exp|60000;Item|1113|1			1	1												
235	MainTask1_235	[主]打聽消息	看來年輕時還是獨孤大俠更勝一籌，不知後來他們兩人是否還曾經交手，真希望有朝一日能夠與他們過招！先不多想了，回去問問老闆娘有沒有消息吧！	回襄陽找[FFFE0D]公孫惜花[-]	回襄陽找[FFFE0D]公孫惜花[-]	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]	148	148	234	236	6234	99					1	1	Exp|20000;ComposeValue|2|2			1	1												
236	MainTask1_236	[主]暫告段落	少俠接下來要去之地頗為兇險，更何況闖蕩江湖已有一些時日，江湖中尚有許多趣事，何不前去看一看？	歷練一番升到[FFFE0D]40[-]級	歷練一番升到[FFFE0D]40[-]級	[url=openwnd:test, CalendarPanel, 1]	[url=openwnd:test, CalendarPanel, 1]			235	237				1								1	1						40						
237	MainTask1_237	[主]再探武夷	昔日的武林也極為精彩！這些前輩的風采著實令人嚮往，不知道如今獨孤大俠和張大俠又會在什麼地方呢？	再次去[FFFE0D]武夷劍派[-]打聽消息	再次去[FFFE0D]武夷劍派[-]打聽消息	[url=pos:test,404,14280,3950]	[url=pos:test,404,14280,3950]			236	238				1					Exp|30000			1	1	[url=dialog:test, 233]				480							
238	MainTask1_238	[主]五色信物	要前往武夷劍派還真是有些麻煩，總而言之還是按他們的規矩來，先闖過九猴洞再說吧！	擊退九猴洞的[FFFE0D]猴子[-]	擊退九猴洞的[FFFE0D]猴子[-]	[url=npcanddosomething:test, 1424, 480, autofight, 1]		128	128	237	239				1					Exp|90000	1424|3	1	1	1												
239	MainTask1_239	[主]重返武夷	武夷劍派掌門不知道是否已經回來，當年武夷禁地到底發生了什麼事情，我也十分好奇。	詢問[FFFE0D]武夷派弟子[-]能否覲見	詢問[FFFE0D]武夷派弟子[-]能否覲見	[url=clientnpcbyidx:test, 259]	[url=clientnpcbyidx:test, 259]	148|259	148|259	238	240	227						1	1	Exp|40000;Item|222|5			1	1												
240	MainTask1_240	[主]靜候通報	張掌門總算是回來了，幸好這次沒有白跑一趟，希望能夠順利前往武夷禁地一觀。	[FFFE0D]在一旁等候[-]片刻	[FFFE0D]在一旁等候[-]片刻	[url=taskitem:test, $T]	[url=taskitem:test, $T]	262	262	239	241				1	1	229			Exp|30000			1	1	[url=dialog:test, 228]											
241	MainTask1_241	[主]詢問結果	聽這位師兄的話好像不太順利啊，看他的表情似乎也有些奇怪，莫非發生了什麼變故？	[FFFE0D]上前詢問[-]是否能進入禁地	[FFFE0D]上前詢問[-]是否能進入禁地	[url=taskitem:test, $T]	[url=taskitem:test, $T]	261	261	240	242				1	1	230			Exp|30000			1	1	[url=dialog:test, 229]											
242	MainTask1_242	[主]五色信物	原來是向考驗考驗我，這還不容易！五色教本來就不是什麼好東西，如今還有一些殘黨妄圖光復，簡直是不自量力！	擊敗[FFFE0D]密探[-]取得信物	擊敗[FFFE0D]密探[-]取得信物	[url=npcanddosomething:test, 1427, 480, autofight, 1]		260	260	241	243				1					Exp|90000	1427|3	1	1	1	[url=dialog:test, 230]											
243	MainTask1_243	[主]證明清白	五色教首級和信物，有了這些，他們總該相信我不是什麼五色教的奸細了吧！	將信物拿回去給[FFFE0D]武夷弟子[-]	將信物拿回去給[FFFE0D]武夷弟子[-]	[url=clientnpcbyidx:test, 259]	[url=clientnpcbyidx:test, 259]	259	259	242	244	232								Exp|30000			1	1												
244	MainTask1_244	[主]武夷劍派	總算是得到了他們的信任，不知道昔日也是武林大派之一的的武夷派，如今是什麼樣子呢？	前往[FFFE0D]武夷派[-]	前往[FFFE0D]武夷派[-]	[url=pos:test,480,7200,6600]	[url=pos:test,480,7200,6600]	193|260	193|260	243	245				1					Exp|30000			1	1					488							
245	MainTask1_245	[主]掌門張林	張掌門當年經歷過當年慘變，是如今少有還在武林中俠名遠播的前輩名宿，想必有其過人之處，快點去見見他吧！	拜見武夷掌門[FFFE0D]張林[-]	拜見武夷掌門[FFFE0D]張林[-]	[url=clientnpcbyidx:test, 129]	[url=clientnpcbyidx:test, 129]	128|129	128|129	244	246	234								Exp|40000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_07"]											
246	MainTask1_246	[主]武夷秘史	不知當年武夷派到底經歷了何等慘變，才會蕭條到如今的地步，江湖紛爭，著實可怕！邪教害人之深，可見一斑！	瞭解[FFFE0D]武夷派[-]昔日的變故	瞭解[FFFE0D]武夷派[-]昔日的變故	[url=goanddosomething:test, 488, 3000, 6300, gotofuben, 5, 1, 1]		130	130	245	247			5|1|1	1			1		Exp|150000			1	1												
247	MainTask1_247	[主]多謝相告	原來昔日柳中原也是血書中的目標之一，唉，這些曾是江湖頂尖的俠客，最終仍是不免被武功更高強的人所害，恩怨不止……	先將等級提升到[FFFE0D]43[-]級	感謝[FFFE0D]張林[-]告訴你	[url=clientnpcbyidx:test, 195]	[url=clientnpcbyidx:test, 195]	195	195	246	248	236						1	1	Exp|20000;Item|1969|1			1	1						43						
248	MainTask1_248	[主]紅衣刺客	奇怪，武夷劍派雖然式微，畢竟仍是頗有底蘊，到底是什麼人竟敢來搗亂！	擊敗埋伏的[FFFE0D]刺客[-]	擊敗埋伏的[FFFE0D]刺客[-]	[url=npcanddosomething:test, 1429, 488, autofight, 1]		196	196	247	249				1					Exp|90000	1429|3	1	1	1	[url=dialog:test, 244]											
249	MainTask1_249	[主]所為何來	這些人武功不凡，不似是尋常小賊，倒像是有備而來，得問問張掌門知不知道他們是誰！	詢問[FFFE0D]張林[-]那些是什麼人	詢問[FFFE0D]張林[-]那些是什麼人	[url=clientnpcbyidx:test, 195]	[url=clientnpcbyidx:test, 195]	195	195	248	250	245								Exp|40000			1	1												
250	MainTask1_250	[主]武夷禁地	看來張掌門心中清楚，卻不願多說。不過沒想到原來獨孤大俠的「風雷九州」與張琳心姑娘的「鳳舞九天」就是在武夷劍派禁地學會的，可惜後來沒人能將這兩套武功發揚光大了。	與張林一同前往[FFFE0D]武夷禁地[-]	與張林一同前往[FFFE0D]武夷禁地[-]	[url=pos:test,488,7470,10450]	[url=pos:test,488,7450,10500]	185|186	185	249	251				1					Exp|40000			1	1	[url=dialog:test, 246]				489							
251	MainTask1_251	[主]風雷九州	牆上的就是當年獨孤大俠夫婦後來仗之以名動武林的絕技之一——「風雷九州」與「鳳舞九天」，據說是昔日五色教高人所創和據說是昔日武夷劍派的一位女俠所創，可惜如今已經殘破……	查看[FFFE0D]牆壁上殘破的武功[-]	查看[FFFE0D]牆壁上殘破的武功[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	186	186	250	252				1	1	238			Exp|30000			1	1												
252	MainTask1_252	[主]瞭解過往	當年獨孤大俠伉儷在這裡學會了絕世武功，不知詳細情況究竟是如何，還是得問問張掌門才是。	問問[FFFE0D]張林[-]當年之事	問問[FFFE0D]張林[-]當年之事	[url=clientnpcbyidx:test, 197]	[url=clientnpcbyidx:test, 197]	197	197	251	253	248								Exp|40000			1	1												
253	MainTask1_253	[主]當年血史	跟著張掌門的記憶，追尋獨孤劍的腳步，去瞭解當年武夷禁地柳中原老前輩遭到伏擊的經過。	聽[FFFE0D]張林[-]敘說當年的慘劇	聽[FFFE0D]張林[-]敘說當年的慘劇	[url=goanddosomething:test, 489, 3600, 5550, gotofuben, 5, 2, 1]		198	198	252	254			5|2|1	1			1		Exp|150000			1	1												
254	MainTask1_254	[主]事情已了	張掌門當年也曾經在武夷禁地，本以為那一驛武夷劍派的精銳已經盡損，所幸張掌門吉人自有天相，受了如此重傷最終仍是挺過去了。	再次向[FFFE0D]張林[-]道謝	再次向[FFFE0D]張林[-]道謝	[url=clientnpcbyidx:test, 199]	[url=clientnpcbyidx:test, 199]	199	199	253	255	250						1	1	Exp|20000;Item|222|5			1	1												
255	MainTask1_255	[主]尋回失物	張掌門分明是極為心細之人，怎麼可能漏了什麼東西呢？看來此舉定有深意，我得好好觀察一下！	回禁地幫張林[FFFE0D]找東西[-]	回禁地幫張林[FFFE0D]找東西[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	200		254	256				1	1	251			Exp|30000			1	1												
256	MainTask1_256	[主]刺客再現	想不到他們的主意竟也打到了這裡，看來我得加快腳步了，絕不能讓他們找到獨孤大俠和「山河社稷圖」！	擊敗出現的[FFFE0D]刺客[-]	擊敗出現的[FFFE0D]刺客[-]	[url=npcanddosomething:test, 1428, 489, autofight, 1]		200		255	257				1					Exp|90000	1428|3	1	1	1												
257	MainTask1_257	[主]翻箱倒櫃	奇怪，怎地又有刺客，莫非武夷劍派真有什麼秘密不成？張掌門說的卷軸應該就在這些箱子之中，趕緊找到拿去給他吧！	翻找張林[FFFE0D]所說的卷軸[-]	翻找張林[FFFE0D]所說的卷軸[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	200		256	258				1	1	253			Exp|30000			1	1												
258	MainTask1_258	[主]斷壁劍痕	咦，那邊的牆上有幾道很奇怪的痕跡，去看看是什麼東西！	到一旁看看[FFFE0D]牆壁上的劍痕[-]	到一旁看看[FFFE0D]牆壁上的劍痕[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	200	200	257	259				1	1	254			Exp|30000			1	1												
259	MainTask1_259	[主]劍痕來歷	這劍痕……經歷了這麼久的年月卻依然能夠隱約感覺到其中磅礴大氣的劍意，咦，奇怪，旁邊似乎還有一道溫婉的劍意，這是誰留下來的呢？	回去將東西交給[FFFE0D]張林[-]	回去將東西交給[FFFE0D]張林[-]	[url=clientnpcbyidx:test, 199]	[url=clientnpcbyidx:test, 199]	199	199	258	260	255						1	1	Exp|30000;ComposeValue|2|3			1	1												
260	MainTask1_260	[主]段家鍛造	原來是獨孤大俠與張女俠留下的劍痕，其時他們武功尚未大成，劍意卻已成型，難道後來能成為天下最頂尖的劍客！	前往[FFFE0D]點蒼山[-]	前往[FFFE0D]點蒼山[-]	[url=pos:test, 489, 960, 310]	[url=pos:test, 489, 960, 310]	200		259	261				1					Exp|30000			1	1					405							
261	MainTask1_261	[主]名劍越女	據聞獨孤大俠早年未曾使用「巨闕劍」之前，持越女劍縱橫江湖，原來這柄神兵竟然是一位姑娘打造的！	先將等級提升到[FFFE0D]46[-]級	找[FFFE0D]段芙蓉[-]瞭解越女劍	[url=clientnpcbyidx:test, 157]	[url=clientnpcbyidx:test, 157]	157|200	157|200	260	262	257								Exp|40000			1	1						46						
262	MainTask1_262	[主]亮劍對決	據聞昔日張風大俠忍受叛國之名，一直努力卻不被人理解，實在令人敬佩，可惜殞命在南宮滅這個賊人手中！著實可惜！	前往昔日[FFFE0D]決戰之地[-]	前往昔日[FFFE0D]決戰之地[-]	[url=pos:test, 405, 2550, 9030]	[url=pos:test, 405, 2550, 9030]	158	158	261	263				1					Exp|30000			1	1	[url=dialog:test, 258]				490							
263	MainTask1_263	[主]俠之大者	當年張風大俠一直被人誤解，卻從未辯解，直到死前才將這個秘密告訴獨孤大俠和張姑娘，真是值得敬佩的俠之大者！	詢問[FFFE0D]段芙蓉[-]此地有何來歷	詢問[FFFE0D]段芙蓉[-]此地有何來歷	[url=clientnpcbyidx:test, 159]	[url=clientnpcbyidx:test, 159]	159	159	262	264	259								Exp|40000			1	1												
264	MainTask1_264	[主]往日回首	看來段姑娘對當年張風與南宮滅交手的事知道的十分詳細，聽聽她講述這段故事。	跟隨[FFFE0D]段芙蓉[-]追憶當年	跟隨[FFFE0D]段芙蓉[-]追憶當年	[url=goanddosomething:test, 490, 7400, 5500, gotofuben, 5, 3, 1]		160	160	263	265			5|3|1	1			1		Exp|150000			1	1												
265	MainTask1_265	[主]飛劍張風	若是當年獨孤大俠能夠更冷靜一些，或許這些悲劇也就都不會發生了，仇恨容易蒙蔽人之雙目，此言不虛。	告訴[FFFE0D]段芙蓉[-]多加小心	告訴[FFFE0D]段芙蓉[-]多加小心	[url=clientnpcbyidx:test, 201]	[url=clientnpcbyidx:test, 201]	201	201	264	266	261						1	1	Exp|20000;Item|1968|2;ComposeValue|2|4			1	1												
266	MainTask1_266	[主]窮追不捨	哼！這些刺客真是無孔不入，竟然都追到這裡來了，這裡環境幽閉，倒真是一個動手的好地方，既然來了，就都別走了！	擊敗埋伏的[FFFE0D]刺客[-]	擊敗埋伏的[FFFE0D]刺客[-]	[url=npcanddosomething:test, 1431, 490, autofight, 1]		202	202	265	267				1					Exp|100000	1431|3	1	1	1	[url=dialog:test, 262]											
267	MainTask1_267	[主]巾幗鬚眉	段姑娘巾幗鬚眉，但願她能夠安然無恙才好，獨孤大俠若是知道往日這些人都因他遭到追捕，恐怕一怒之下會到他們的老巢去……	向[FFFE0D]段芙蓉[-]告別	向[FFFE0D]段芙蓉[-]告別	[url=clientnpcbyidx:test, 201]	[url=clientnpcbyidx:test, 201]	201	201	266	268	263								Exp|40000			1	1												
268	MainTask1_268	[主]四處尋訪	華山天險，而且華山已閉門多年，要上去恐怕不太容易，問問附近的村民有沒有什麼方法吧！	先離開這裡前往[FFFE0D]響水洞[-]	先離開這裡前往[FFFE0D]響水洞[-]	[url=pos:test, 490, 1720, 7400]	[url=pos:test, 490, 1720, 7400]	162|267	267	267	269				1					Exp|30000			1	1	[url=dialog:test, 264]				406							
269	MainTask1_269	[主]沿路相詢	此處人跡罕見，總算是找到了一位村民，但願他知道如何能夠登上華山！	詢問[FFFE0D]村民[-]前往華山的道路	詢問[FFFE0D]村民[-]前往華山的道路	[url=clientnpcbyidx:test, 161]	[url=clientnpcbyidx:test, 161]	161	161	268	270	265								Exp|40000			1	1												
270	MainTask1_270	[主]路途艱險	前往華山路途遙遠，不知道那些對「山河社稷圖」覬覦的江湖人士，如今調查到什麼地步了。	幫他教訓[FFFE0D]大刀侍衛[-]	幫他教訓[FFFE0D]大刀侍衛[-]	[url=npcanddosomething:test, 1023, 406, autofight, 1]		162	162	269	271				1					Exp|100000	1023|3	1	1	1												
271	MainTask1_271	[主]有何良策	奇怪，怎地一路上會有這麼多人，莫非又是那些對獨孤大俠有所圖謀之人？此行一路不順，恐怕要花費很多時間，得問問有沒有近道！	告訴[FFFE0D]村民[-]教訓過他們了	告訴[FFFE0D]村民[-]教訓過他們了	[url=clientnpcbyidx:test, 161]	[url=clientnpcbyidx:test, 161]	161	161	270	272	267						1	1	Exp|40000;Item|222|5			1	1												
272	MainTask1_272	[主]山中樵夫	若是能找到這樵夫的話，可就簡單多了，但願沒有被人捷足先登！	到附近尋找[FFFE0D]樵夫的蹤跡[-]	到附近尋找[FFFE0D]樵夫的蹤跡[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	162|163	162	271	273				1	1	268			Exp|30000			1	1												
273	MainTask1_273	[主]尋求幫助	呃，這也未免太過容易了吧？看起來我還是第一個找到他的……	先將等級提升到[FFFE0D]48[-]級	詢問[FFFE0D]樵夫[-]如何能登華山	[url=clientnpcbyidx:test, 163]	[url=clientnpcbyidx:test, 163]	163	163	272	274	269								Exp|40000			1	1						48						
274	MainTask1_274	[主]華山密道	原來這樵夫這些日子都在外遊歷，剛剛回來碰巧讓我撞見，這可真是無巧不成書！否則恐怕他要被劫持走了！	讓[FFFE0D]樵夫[-]帶路去上山的捷徑	讓[FFFE0D]樵夫[-]帶路去上山的捷徑	[url=pos:test, 406, 7650, 14000]	[url=pos:test, 406, 7650, 14000]	164	164	273	275				1					Exp|30000			1	1	[url=dialog:test, 270]				493							
275	MainTask1_275	[主]繼續前進	這條密道果然不凡！不知道華山派弟子知不知道……咳咳，但願他們不知道吧，否則只怕是不管付出多大的代價都得封鎖……	與[FFFE0D]樵夫[-]一同前行	與[FFFE0D]樵夫[-]一同前行	[url=taskitem:test, $T]	[url=taskitem:test, $T]	175	175	274	276				1	1	271			Exp|20000			1	1												
276	MainTask1_276	[主]昔日之事	我記得獨孤大俠也曾登上華山，不知道這位樵夫是不是就是當年那位帶獨孤大俠上山的人！	問[FFFE0D]樵夫[-]有否帶獨孤劍上山	問[FFFE0D]樵夫[-]有否帶獨孤劍上山	[url=clientnpcbyidx:test, 173]	[url=clientnpcbyidx:test, 173]	173	173	275	277	272						1	1	Exp|30000;Item|1104|1			1	1												
277	MainTask1_277	[主]尋找柴枝	這密道著實有些寒冷，若非我有內力在身，恐怕也會覺得如墜冰窖，去找點木柴生生火吧！	到附近[FFFE0D]收集一些柴枝[-]	到附近[FFFE0D]收集一些柴枝[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	174	174	276	278				1	1	255			Exp|30000			1	1												
